activity_date,gross_revenue_usd,refunds_usd,net_revenue_usd,shipped_revenue_usd,revenue_to_ship_gap_usd,ending_backlog_revenue_usd,orders,units_sold,units_shipped,average_order_value_usd,total_marketing_spend_usd,paid_search_spend_usd,paid_social_spend_usd,retargeting_spend_usd,email_spend_usd,marketing_efficiency_ratio,marketing_attributed_orders,affiliate_revenue_usd,affiliate_commission_usd,affiliate_orders,affiliate_revenue_share,net_revenue_yoy_pct,stockout_rate,event_name
2024-01-04,7882.54,313.66,7568.88,9767.35,-2198.47,62952.24,89,118,145,88.57,1078.76,488.46,357.59,183.65,49.06,7.3070,55,1545.67,190.53,16,0.1961,,0.0180,none
2024-01-05,8302.13,267.88,8034.25,9206.67,-1172.42,61779.83,90,116,131,92.25,1170.79,538.60,383.97,197.81,50.41,7.0910,59,1570.61,193.39,16,0.1892,,0.0180,none
2024-01-06,8551.31,273.82,8277.48,5168.59,3108.89,64888.72,91,120,72,93.97,1167.26,528.71,397.06,192.50,48.99,7.3260,59,1487.33,184.80,16,0.1739,,0.0180,none
2024-01-07,7729.46,294.19,7435.27,3948.13,3487.14,68375.86,85,110,57,90.93,1101.60,497.00,372.68,178.67,53.25,7.0166,57,1639.91,202.72,17,0.2122,,0.0180,none
2024-01-08,7066.49,312.20,6754.28,10155.46,-3401.18,64974.68,76,101,143,92.98,1146.03,504.48,390.41,197.72,53.42,6.1661,60,1648.21,204.03,17,0.2332,,0.0180,none
2024-01-09,7197.34,279.62,6917.72,10158.57,-3240.85,61733.84,79,106,146,91.11,1142.49,529.89,388.03,171.47,53.10,6.2997,56,1567.24,193.36,16,0.2178,,0.0180,none
2024-01-10,7848.34,307.38,7540.96,9973.50,-2432.54,59301.30,85,110,141,92.33,1169.12,541.53,391.09,187.89,48.61,6.7130,58,1574.43,193.55,16,0.2006,,0.0180,none
2024-01-11,7762.43,336.90,7425.53,9788.31,-2362.78,56938.52,87,116,143,89.22,1142.46,502.72,401.30,187.78,50.66,6.7945,56,1650.14,204.48,17,0.2126,,0.0180,none
2024-01-12,8205.47,284.41,7921.06,9226.43,-1305.37,55633.15,88,117,129,93.24,1125.24,496.98,400.20,176.72,51.34,7.2922,57,1642.29,204.23,17,0.2001,,0.0180,none
2024-01-13,8360.30,284.86,8075.44,5179.68,2895.76,58528.91,93,123,76,89.90,1119.15,502.97,380.11,186.03,50.04,7.4702,56,1528.31,188.21,16,0.1828,,0.0180,none
2024-01-14,8231.28,293.31,7937.97,3956.60,3981.37,62510.28,91,121,57,90.45,1283.44,592.67,436.74,202.05,51.98,6.4135,70,1716.27,210.92,18,0.2085,,0.0360,monthly_promotion
2024-01-15,7857.94,320.59,7537.36,10177.23,-2639.87,59870.41,88,117,149,89.29,1284.84,599.22,421.31,208.76,55.55,6.1159,70,1815.52,225.01,19,0.2310,,0.0360,monthly_promotion
2024-01-16,7960.97,312.29,7648.69,10180.34,-2531.65,57338.76,88,118,147,90.47,1275.14,558.89,459.67,200.82,55.76,6.2432,72,1646.05,204.04,17,0.2068,,0.0360,monthly_promotion
2024-01-17,7347.09,331.00,7016.09,9994.87,-2978.78,54359.98,82,109,147,89.60,1048.86,475.35,352.89,172.99,47.63,7.0048,53,1562.86,193.01,16,0.2127,,0.0180,none
2024-01-18,7757.40,297.12,7460.28,9809.28,-2349.00,52010.98,83,109,137,93.46,1098.43,467.13,398.80,186.82,45.68,7.0623,56,1526.08,189.33,16,0.1967,,0.0180,none
2024-01-19,8040.62,323.10,7717.51,9246.18,-1528.67,50482.31,86,113,130,93.50,1112.62,515.89,381.26,168.10,47.37,7.2267,54,1662.47,206.01,17,0.2068,,0.0180,none
2024-01-20,8374.54,309.33,8065.22,5190.77,2874.45,53356.76,90,118,73,93.05,1125.62,509.05,389.35,180.20,47.02,7.4399,54,1529.80,189.79,16,0.1827,,0.0180,none
2024-01-21,7135.42,299.49,6835.94,3965.07,2870.87,56227.63,76,101,56,93.89,1068.81,498.24,355.76,167.98,46.83,6.6760,54,1454.79,179.89,15,0.2039,,0.0180,none
2024-01-22,6805.83,296.94,6508.89,10199.00,-3690.11,52537.51,75,98,147,90.74,1064.40,474.73,368.53,170.37,50.77,6.3941,55,1610.04,198.94,17,0.2366,,0.0180,none
2024-01-23,7341.10,316.53,7024.57,10202.11,-3177.54,49359.97,80,104,146,91.76,1106.99,525.31,362.71,172.01,46.96,6.6316,55,1500.13,186.15,16,0.2043,,0.0180,none
2024-01-24,7563.54,289.15,7274.39,10016.24,-2741.85,46618.13,86,112,149,87.95,1118.12,530.34,354.99,183.22,49.57,6.7645,57,1643.28,203.23,17,0.2173,,0.0180,none
2024-01-25,7704.08,324.33,7379.75,9830.25,-2450.50,44167.63,86,115,144,89.58,1087.23,512.51,344.83,185.52,44.37,7.0860,52,1465.18,180.26,15,0.1902,,0.0180,none
2024-01-26,7991.12,265.24,7725.88,9265.94,-1540.06,42627.57,89,119,135,89.79,1089.57,516.15,356.30,166.86,50.26,7.3342,53,1542.87,190.03,16,0.1931,,0.0180,none
2024-01-27,8363.57,275.10,8088.46,5201.86,2886.60,45514.18,94,123,77,88.97,1088.37,502.20,370.59,164.46,51.12,7.6845,54,1549.94,191.05,16,0.1853,,0.0180,none
2024-01-28,7346.80,272.94,7073.87,3973.54,3100.33,48614.51,80,107,56,91.84,1092.90,477.55,391.47,174.43,49.45,6.7223,56,1545.60,190.47,16,0.2104,,0.0180,none
2024-01-29,6894.46,265.23,6629.23,10220.77,-3591.54,45022.97,77,102,150,89.54,1102.31,523.80,360.02,173.52,44.97,6.2546,55,1497.91,186.31,16,0.2173,,0.0180,none
2024-01-30,7059.73,300.28,6759.46,10223.88,-3464.42,41558.54,79,105,150,89.36,1073.71,497.22,345.48,180.58,50.43,6.5751,54,1644.88,204.16,17,0.2330,,0.0180,none
2024-01-31,7317.79,294.69,7023.10,10037.61,-3014.51,38544.04,82,109,148,89.24,1090.11,495.85,366.63,177.49,50.14,6.7129,56,1475.32,185.63,15,0.2016,,0.0180,none
2024-02-01,7546.75,338.08,7208.68,9851.21,-2642.53,35901.50,81,106,139,93.17,1101.69,520.81,363.02,169.09,48.77,6.8502,53,1426.47,175.28,15,0.1890,,0.0180,none
2024-02-02,7868.08,263.22,7604.85,9285.70,-1680.85,34220.66,85,114,132,92.57,1074.24,487.95,358.56,183.87,43.86,7.3243,55,1568.90,193.63,16,0.1994,,0.0180,none
2024-02-03,8367.75,252.90,8114.85,5212.94,2901.91,37122.56,92,122,75,90.95,1077.90,503.63,359.31,164.37,50.59,7.7630,54,1538.19,191.04,16,0.1838,,0.0180,none
2024-02-04,7243.11,263.42,6979.69,3982.00,2997.69,40120.25,78,100,56,92.86,1082.05,506.83,359.14,170.69,45.39,6.6939,53,1664.26,206.52,17,0.2298,,0.0180,none
2024-02-05,6680.83,287.68,6393.15,10242.55,-3849.40,36270.85,71,94,143,94.10,1049.90,479.69,354.41,165.39,50.41,6.3633,55,1669.03,207.62,17,0.2498,,0.0180,none
2024-02-06,7080.24,295.52,6784.73,10245.66,-3460.93,32809.92,77,99,146,91.95,1093.19,507.95,364.50,176.13,44.61,6.4767,53,1457.36,177.85,15,0.2058,,0.0180,none
2024-02-07,7274.81,295.89,6978.92,10058.98,-3080.06,29729.87,79,101,144,92.09,1068.83,462.23,389.50,171.52,45.58,6.8063,53,1680.04,208.28,17,0.2309,,0.0180,none
2024-02-08,7316.30,321.69,6994.61,9872.18,-2877.57,26852.30,83,110,147,88.15,1088.70,480.67,375.16,185.04,47.83,6.7202,54,1536.48,191.57,16,0.2100,,0.0180,none
2024-02-09,7929.41,296.28,7633.13,9305.45,-1672.32,25179.97,87,115,133,91.14,1066.48,486.44,365.48,165.06,49.50,7.4351,53,1439.00,176.74,15,0.1815,,0.0180,none
2024-02-10,7781.99,270.84,7511.15,5224.03,2287.12,27467.09,86,114,75,90.49,1020.65,484.08,331.18,158.74,46.65,7.6245,51,1560.98,192.46,16,0.2006,,0.0180,none
2024-02-11,7045.75,270.56,6775.18,3990.47,2784.71,30251.80,80,105,59,88.07,1021.38,452.84,359.45,159.36,49.73,6.8983,51,1411.57,174.06,15,0.2003,,0.0180,none
2024-02-12,6383.55,287.58,6095.97,10264.32,-4168.35,26083.45,70,90,148,91.19,1019.21,475.55,337.04,158.30,48.32,6.2632,51,1431.74,176.02,15,0.2243,,0.0180,none
2024-02-13,6716.88,296.26,6420.62,10267.43,-3846.81,22236.65,75,98,150,89.56,1060.60,472.89,373.22,169.78,44.71,6.3331,52,1330.54,165.52,14,0.1981,,0.0180,none
2024-02-14,8107.40,292.99,7814.41,10080.35,-2265.94,19970.71,91,120,148,89.09,1220.88,570.33,420.03,184.78,45.74,6.6406,64,1761.62,216.17,18,0.2173,,0.0360,monthly_promotion
2024-02-15,7905.13,272.38,7632.75,9893.15,-2260.40,17710.31,89,115,146,88.82,1159.85,498.44,434.38,181.25,45.78,6.8156,62,1616.42,196.69,17,0.2045,,0.0360,monthly_promotion
2024-02-16,8607.28,284.80,8322.48,9325.21,-1002.73,16707.58,94,120,133,91.57,1121.17,523.20,370.19,179.17,48.61,7.6771,62,1549.98,192.78,16,0.1801,,0.0360,monthly_promotion
2024-02-17,7713.29,249.51,7463.78,5235.12,2228.66,18936.24,84,111,75,91.82,1011.80,431.14,368.12,166.34,46.20,7.6233,52,1428.01,175.60,15,0.1851,,0.0180,none
2024-02-18,7104.55,268.95,6835.59,3998.94,2836.65,21772.90,79,105,58,89.93,1020.99,450.95,344.50,177.80,47.74,6.9585,52,1450.67,182.79,15,0.2042,,0.0180,none
2024-02-19,6644.15,325.43,6318.72,10286.09,-3967.37,17805.53,72,95,145,92.28,1055.12,485.38,365.77,156.67,47.30,6.2971,53,1467.71,178.67,15,0.2209,,0.0180,none
2024-02-20,6869.89,312.37,6557.52,10289.20,-3731.68,14073.84,77,100,151,89.22,1012.57,468.35,322.68,174.71,46.83,6.7846,51,1538.57,189.24,16,0.2240,,0.0180,none
2024-02-21,7266.90,339.37,6927.53,10101.72,-3174.19,10899.65,81,105,148,89.71,1061.21,496.50,354.29,164.24,46.18,6.8477,52,1655.16,205.33,17,0.2278,,0.0180,none
2024-02-22,7337.28,287.09,7050.19,9914.11,-2863.92,8035.73,81,107,143,90.58,1049.28,478.46,371.20,155.89,43.73,6.9927,48,1444.29,179.47,15,0.1968,,0.0180,none
2024-02-23,7704.66,289.03,7415.63,9344.97,-1929.34,6106.40,86,110,136,89.59,993.32,442.91,330.39,171.72,48.30,7.7565,51,1537.38,188.52,16,0.1995,,0.0180,none
2024-02-24,7700.95,252.71,7448.24,5246.21,2202.03,8308.43,83,109,74,92.78,1055.51,491.70,354.02,163.67,46.12,7.2960,53,1453.54,177.55,15,0.1887,,0.0180,none
2024-02-25,6586.31,246.76,6339.55,4007.40,2332.15,10640.57,70,92,56,94.09,995.92,437.98,341.32,174.23,42.39,6.6133,49,1365.38,170.09,14,0.2073,,0.0180,none
2024-02-26,6351.24,269.60,6081.64,10307.87,-4226.23,6414.34,70,91,150,90.73,1021.44,465.39,349.32,165.78,40.95,6.2179,48,1428.05,177.74,15,0.2248,,0.0180,none
2024-02-27,6582.54,261.53,6321.01,10310.98,-3989.97,2424.38,72,96,148,91.42,993.50,421.78,358.70,171.53,41.49,6.6256,49,1378.06,171.93,14,0.2094,,0.0180,none
2024-02-28,6586.85,311.57,6275.28,8699.66,-2424.38,0.00,72,92,124,91.48,969.36,449.97,322.13,152.14,45.12,6.7951,48,1331.61,162.95,14,0.2022,,0.0180,none
2024-02-29,6941.24,298.07,6643.17,6643.17,0.00,0.00,78,105,98,88.99,968.26,450.73,317.49,156.60,43.44,7.1688,48,1269.90,157.11,13,0.1830,,0.0180,none
2024-03-01,7091.83,246.36,6845.47,6845.47,0.00,0.00,77,103,98,92.10,985.13,416.25,366.38,161.90,40.60,7.1989,46,1299.34,158.47,14,0.1832,,0.0180,none
2024-03-02,7627.36,255.18,7372.19,5257.30,2114.89,2114.89,81,104,73,94.16,1025.88,469.06,358.19,157.66,40.97,7.4349,50,1441.77,177.71,15,0.1890,,0.0180,none
2024-03-03,6897.87,247.50,6650.36,4015.87,2634.49,4749.38,74,96,56,93.21,1012.81,456.29,350.68,162.74,43.10,6.8106,51,1450.09,176.67,15,0.2102,,0.0180,none
2024-03-04,6062.11,269.07,5793.05,10329.64,-4536.59,212.79,67,89,150,90.48,985.85,428.10,347.95,164.02,45.78,6.1491,52,1371.27,171.39,14,0.2262,,0.0180,none
2024-03-05,6376.73,253.06,6123.67,6336.46,-212.79,0.00,70,91,92,91.10,1001.50,477.36,326.08,154.25,43.81,6.3672,48,1420.60,175.07,15,0.2228,,0.0180,none
2024-03-06,6734.19,253.55,6480.64,6480.64,0.00,0.00,73,95,91,92.25,994.75,445.27,346.40,163.08,40.00,6.7697,47,1357.08,167.02,14,0.2015,,0.0180,none
2024-03-07,6798.35,269.27,6529.08,6529.08,0.00,0.00,76,100,96,89.45,1010.17,459.11,346.32,162.22,42.52,6.7299,51,1367.22,170.53,14,0.2011,,0.0180,none
2024-03-08,7234.97,278.87,6956.10,6956.10,0.00,0.00,82,105,104,88.23,988.72,442.55,337.07,165.35,43.75,7.3175,49,1258.11,155.85,13,0.1739,,0.0180,none
2024-03-09,7549.25,224.73,7324.52,5268.38,2056.14,2056.13,83,107,76,90.95,998.54,456.97,343.26,157.19,41.12,7.5603,49,1371.69,169.43,14,0.1817,,0.0180,none
2024-03-10,6450.79,229.52,6221.27,4024.34,2196.93,4253.07,70,92,57,92.15,993.34,440.29,351.72,161.46,39.87,6.4940,47,1357.16,167.94,14,0.2104,,0.0180,none
2024-03-11,6021.30,246.70,5774.60,10027.67,-4253.07,0.00,68,88,148,88.55,963.45,415.68,334.78,169.36,43.63,6.2497,48,1350.62,165.40,14,0.2243,,0.0180,none
2024-03-12,6514.45,252.34,6262.12,6262.12,0.00,0.00,73,97,92,89.24,948.66,448.57,312.73,145.70,41.66,6.8670,45,1462.29,182.59,15,0.2245,,0.0180,none
2024-03-13,6438.55,270.16,6168.39,6168.39,0.00,0.00,69,88,86,93.31,919.08,410.45,315.67,151.87,41.09,7.0054,46,1314.76,164.01,14,0.2042,,0.0180,none
2024-03-14,7848.12,288.59,7559.53,7559.53,0.00,0.00,84,112,106,93.43,1145.94,518.71,397.04,183.72,46.47,6.8486,60,1617.59,200.27,17,0.2061,,0.0360,monthly_promotion
2024-03-15,8079.38,261.62,7817.77,7817.77,0.00,0.00,86,115,109,93.95,1094.33,512.32,357.93,177.49,46.59,7.3829,59,1442.25,178.06,15,0.1785,,0.0360,monthly_promotion
2024-03-16,8200.58,220.89,7979.69,5279.47,2700.22,2700.22,92,120,77,89.14,1077.70,492.78,359.31,177.90,47.71,7.6093,61,1430.05,175.71,15,0.1744,,0.0360,monthly_promotion
2024-03-17,6522.96,266.65,6256.31,4032.81,2223.50,4923.71,74,98,60,88.15,992.34,454.67,340.11,158.76,38.80,6.5733,45,1341.09,166.80,14,0.2056,,0.0180,none
2024-03-18,6043.82,247.35,5796.47,10373.18,-4576.71,347.00,66,89,148,91.57,950.29,441.95,324.39,143.37,40.58,6.3600,47,1333.33,162.53,14,0.2206,,0.0180,none
2024-03-19,6293.98,308.52,5985.46,6332.46,-347.00,0.00,68,88,89,92.56,962.37,451.51,322.29,143.66,44.91,6.5401,48,1328.82,162.54,14,0.2111,,0.0180,none
2024-03-20,6334.73,290.56,6044.17,6044.17,0.00,0.00,69,91,87,91.81,928.21,433.80,303.05,149.34,42.02,6.8247,46,1237.73,153.26,13,0.1954,,0.0180,none
2024-03-21,6692.30,308.92,6383.38,6383.38,0.00,0.00,75,98,93,89.23,900.40,414.36,298.17,149.55,38.32,7.4326,45,1358.35,169.84,14,0.2030,,0.0180,none
2024-03-22,7100.65,262.81,6837.84,6837.84,0.00,0.00,81,105,102,87.66,958.59,432.24,335.06,151.99,39.30,7.4074,46,1365.96,166.49,14,0.1924,,0.0180,none
2024-03-23,6949.71,237.44,6712.28,5290.56,1421.72,1421.72,79,102,79,87.97,935.95,427.96,305.33,163.39,39.27,7.4253,46,1256.88,155.25,13,0.1809,,0.0180,none
2024-03-24,6015.40,225.97,5789.43,4041.27,1748.16,3169.88,68,89,60,88.46,882.30,397.49,295.39,149.02,40.40,6.8179,44,1247.86,154.51,13,0.2074,,0.0180,none
2024-03-25,5900.34,238.46,5661.88,8831.75,-3169.87,0.00,63,83,124,93.66,904.84,406.64,314.76,143.41,40.03,6.5209,46,1323.87,165.31,14,0.2244,,0.0180,none
2024-03-26,6072.21,270.45,5801.76,5801.76,0.00,0.00,68,88,85,89.30,899.88,419.80,296.57,145.52,37.99,6.7478,44,1343.55,167.85,14,0.2213,,0.0180,none
2024-03-27,6277.84,252.15,6025.69,6025.69,0.00,0.00,67,89,85,93.70,905.10,413.42,293.39,156.88,41.41,6.9361,45,1310.75,163.49,14,0.2088,,0.0180,none
2024-03-28,6718.63,243.10,6475.53,6475.53,0.00,0.00,72,95,91,93.31,961.72,449.07,312.23,157.93,42.49,6.9861,47,1373.17,171.20,14,0.2044,,0.0180,none
2024-03-29,6944.34,211.56,6732.78,6732.78,0.00,0.00,75,99,95,92.59,944.50,435.32,316.37,151.96,40.85,7.3524,46,1241.67,152.83,13,0.1788,,0.0180,none
2024-03-30,7054.08,233.83,6820.25,5301.65,1518.60,1518.60,80,104,78,88.18,896.64,408.36,302.22,144.28,41.78,7.8672,45,1270.90,156.62,13,0.1802,,0.0180,none
2024-03-31,6107.66,219.38,5888.28,4049.74,1838.54,3357.13,67,87,58,91.16,898.71,431.34,288.44,140.79,38.14,6.7960,45,1274.81,157.85,13,0.2087,,0.0180,none
2024-04-01,5583.09,248.02,5335.07,8692.21,-3357.14,0.00,60,78,123,93.05,893.10,381.75,316.93,154.24,40.18,6.2514,46,1260.74,156.30,13,0.2258,,0.0180,none
2024-04-02,6141.57,274.41,5867.16,5867.16,0.00,0.00,66,88,82,93.05,917.20,434.93,288.38,153.74,40.15,6.6960,46,1357.64,169.18,14,0.2211,,0.0180,none
2024-04-03,6313.48,260.43,6053.06,6053.06,0.00,0.00,68,90,85,92.85,925.07,427.91,297.60,158.49,41.07,6.8249,47,1227.92,151.87,13,0.1945,,0.0180,none
2024-04-04,6362.20,272.99,6089.21,6089.21,0.00,0.00,69,90,86,92.21,926.35,418.05,328.45,138.51,41.34,6.8680,46,1225.68,151.69,13,0.1927,,0.0180,none
2024-04-05,6649.79,234.09,6415.69,6415.69,0.00,0.00,74,99,94,89.86,897.36,433.79,284.21,136.49,42.87,7.4104,45,1283.27,158.96,13,0.1930,,0.0180,none
2024-04-06,6777.35,219.20,6558.15,5312.74,1245.41,1245.41,72,92,74,94.13,890.83,406.17,290.57,156.92,37.17,7.6079,45,1332.53,166.10,14,0.1966,,0.0180,none
2024-04-07,6139.34,215.87,5923.47,4058.21,1865.26,3110.68,66,86,57,93.02,873.69,398.14,295.67,137.81,42.07,7.0269,44,1263.28,156.60,13,0.2058,,0.0180,none
2024-04-08,5718.81,222.70,5496.10,8606.79,-3110.69,0.00,62,81,122,92.24,900.55,428.59,284.46,146.89,40.61,6.3504,44,1229.99,152.21,13,0.2151,,0.0180,none
2024-04-09,5945.58,227.86,5717.72,5717.72,0.00,0.00,66,87,84,90.08,876.48,380.62,308.70,148.90,38.26,6.7835,44,1342.62,166.77,14,0.2258,,0.0180,none
2024-04-10,6026.61,253.63,5772.98,5772.98,0.00,0.00,67,86,84,89.95,867.42,374.88,313.07,141.25,38.22,6.9477,42,1327.95,165.29,14,0.2203,,0.0180,none
2024-04-11,6211.08,273.80,5937.29,5937.29,0.00,0.00,67,88,84,92.70,896.58,414.55,298.20,143.68,40.15,6.9275,45,1214.80,149.86,13,0.1956,,0.0180,none
2024-04-12,6533.39,218.53,6314.86,6314.86,0.00,0.00,70,93,88,93.33,864.50,373.76,303.66,149.41,37.67,7.5574,43,1237.63,153.21,13,0.1894,,0.0180,none
2024-04-13,6678.81,228.32,6450.49,5323.82,1126.67,1126.66,75,98,78,89.05,865.52,401.94,292.27,133.39,37.92,7.7165,42,1236.28,152.96,13,0.1851,,0.0180,none
2024-04-14,6748.65,234.26,6514.39,4066.68,2447.71,3574.38,74,96,58,91.20,1013.06,465.41,354.60,152.82,40.23,6.6616,53,1336.37,163.21,14,0.1980,,0.0360,monthly_promotion
2024-04-15,6398.94,241.23,6157.71,9732.09,-3574.38,0.00,69,89,137,92.74,1071.70,490.29,367.50,174.84,39.07,5.9708,56,1352.26,165.10,14,0.2113,,0.0360,monthly_promotion
2024-04-16,6598.74,227.43,6371.31,6371.31,0.00,0.00,73,97,92,90.39,1016.78,433.52,364.00,175.39,43.87,6.4898,56,1329.67,166.13,14,0.2015,,0.0360,monthly_promotion
2024-04-17,6061.69,231.82,5829.87,5829.87,0.00,0.00,64,85,81,94.71,897.66,406.57,310.55,143.60,36.94,6.7528,42,1236.98,152.80,13,0.2041,,0.0180,none
2024-04-18,6190.49,238.52,5951.97,5951.97,0.00,0.00,67,86,84,92.40,863.54,379.46,298.90,147.80,37.38,7.1687,43,1151.83,141.23,12,0.1861,,0.0180,none
2024-04-19,6707.20,271.89,6435.31,6435.31,0.00,0.00,73,97,92,91.88,920.99,411.96,315.67,152.85,40.51,7.2826,45,1273.97,157.41,13,0.1899,,0.0180,none
2024-04-20,6614.51,231.44,6383.07,5334.91,1048.16,1048.16,75,99,79,88.19,859.07,366.75,306.75,149.33,36.24,7.6996,43,1213.40,149.92,13,0.1834,,0.0180,none
2024-04-21,5845.53,252.21,5593.32,4075.14,1518.18,2566.34,66,87,60,88.57,877.21,387.61,299.94,148.82,40.84,6.6638,46,1249.52,154.35,13,0.2138,,0.0180,none
2024-04-22,5317.99,245.99,5072.00,7638.34,-2566.34,0.00,60,77,113,88.63,891.15,396.53,320.35,134.61,39.66,5.9676,43,1123.72,137.49,12,0.2113,,0.0180,none
2024-04-23,5798.66,237.51,5561.15,5561.15,0.00,0.00,65,87,81,89.21,902.55,417.44,304.25,140.72,40.14,6.4248,45,1191.49,145.66,12,0.2055,,0.0180,none
2024-04-24,5996.44,261.08,5735.36,5735.36,0.00,0.00,64,83,80,93.69,889.68,396.69,309.78,143.12,40.09,6.7400,45,1268.63,156.84,13,0.2116,,0.0180,none
2024-04-25,5942.82,243.21,5699.61,5699.61,0.00,0.00,67,89,84,88.70,907.89,415.92,316.17,137.42,38.38,6.5457,45,1045.24,129.34,11,0.1759,,0.0180,none
2024-04-26,6587.64,219.79,6367.85,6367.85,0.00,0.00,70,91,89,94.11,878.24,378.99,310.83,147.55,40.87,7.5010,44,1270.25,156.72,13,0.1928,,0.0180,none
2024-04-27,6726.27,215.53,6510.74,5346.00,1164.74,1164.74,76,98,79,88.50,859.09,408.84,281.47,133.05,35.73,7.8295,42,1271.39,157.04,13,0.1890,,0.0180,none
2024-04-28,6082.11,216.00,5866.11,4083.61,1782.50,2947.24,66,85,58,92.15,894.12,394.55,312.41,149.61,37.55,6.8023,44,1285.20,158.96,13,0.2113,,0.0180,none
2024-04-29,5320.21,235.90,5084.31,8031.55,-2947.24,0.00,58,77,114,91.73,807.22,361.82,272.16,136.99,36.25,6.5908,41,1250.74,154.48,13,0.2351,,0.0180,none
2024-04-30,5656.13,214.29,5441.84,5441.84,0.00,0.00,64,85,80,88.38,857.27,377.63,295.30,143.97,40.37,6.5978,44,1241.74,153.46,13,0.2195,,0.0180,none
2024-05-01,5977.96,266.87,5711.09,5711.09,0.00,0.00,65,87,81,91.97,845.62,377.15,294.31,135.29,38.87,7.0693,42,1240.51,153.22,13,0.2075,,0.0180,none
2024-05-02,6110.28,268.30,5841.98,5841.98,0.00,0.00,67,87,83,91.20,879.93,400.50,294.47,145.62,39.34,6.9441,44,1260.77,155.38,13,0.2063,,0.0180,none
2024-05-03,6130.47,219.85,5910.62,5910.62,0.00,0.00,68,89,86,90.15,812.24,360.07,279.15,137.52,35.50,7.5476,39,1131.52,138.25,12,0.1846,,0.0180,none
2024-05-04,6389.70,194.34,6195.36,5357.09,838.27,838.27,71,92,78,90.00,822.09,381.21,273.68,129.83,37.37,7.7725,41,1155.39,141.06,12,0.1808,,0.0180,none
2024-05-05,5817.85,207.85,5609.99,4092.08,1517.91,2356.19,63,84,58,92.35,882.17,399.73,312.45,132.78,37.21,6.5949,44,1246.89,154.52,13,0.2143,,0.0180,none
2024-05-06,5285.76,238.32,5047.44,7403.63,-2356.19,0.00,58,75,107,91.13,845.47,387.91,288.74,130.26,38.56,6.2519,41,1269.08,156.79,13,0.2401,,0.0180,none
2024-05-07,5732.49,232.98,5499.51,5499.51,0.00,0.00,64,85,80,89.57,888.37,409.69,311.56,129.66,37.46,6.4528,43,1248.17,154.77,13,0.2177,,0.0180,none
2024-05-08,5705.47,230.32,5475.15,5475.15,0.00,0.00,61,78,77,93.53,866.26,383.15,311.26,136.64,35.21,6.5863,42,1180.09,144.37,12,0.2068,,0.0180,none
2024-05-09,5905.87,232.20,5673.66,5673.66,0.00,0.00,65,87,82,90.86,811.14,367.96,272.08,133.03,38.07,7.2810,43,1241.07,152.77,13,0.2101,,0.0180,none
2024-05-10,6278.34,204.11,6074.24,6074.24,0.00,0.00,70,92,89,89.69,817.28,365.25,280.59,133.81,37.63,7.6820,41,1238.28,152.99,13,0.1972,,0.0180,none
2024-05-11,6344.17,208.05,6136.12,5368.18,767.94,767.95,72,95,80,88.11,824.33,361.65,292.24,131.49,38.95,7.6962,42,1052.66,131.00,11,0.1659,,0.0180,none
2024-05-12,5595.88,214.96,5380.92,4100.54,1280.38,2048.32,62,83,59,90.26,862.10,366.89,309.13,147.37,38.71,6.4910,43,1165.40,146.10,12,0.2083,,0.0180,none
2024-05-13,5294.94,208.90,5086.05,7134.37,-2048.32,0.00,58,76,103,91.29,803.41,354.88,269.10,142.08,37.35,6.5906,39,1235.37,152.96,13,0.2333,,0.0180,none
2024-05-14,6368.39,227.16,6141.23,6141.23,0.00,0.00,68,91,86,93.65,1018.19,458.05,347.85,169.19,43.10,6.2546,56,1322.72,161.19,14,0.2077,,0.0360,monthly_promotion
2024-05-15,6429.82,247.88,6181.93,6181.93,0.00,0.00,69,91,87,93.19,991.76,448.19,346.93,155.36,41.28,6.4832,54,1237.14,152.67,13,0.1924,,0.0360,monthly_promotion
2024-05-16,6591.14,256.17,6334.98,6334.98,0.00,0.00,72,94,91,91.54,953.24,410.19,348.42,151.85,42.78,6.9145,52,1345.44,167.73,14,0.2041,,0.0360,monthly_promotion
2024-05-17,6343.73,210.01,6133.72,6133.72,0.00,0.00,69,93,87,91.94,847.32,393.68,281.89,134.82,36.93,7.4868,40,1122.39,137.11,12,0.1769,,0.0180,none
2024-05-18,6597.88,189.96,6407.92,5379.26,1028.66,1028.65,71,92,76,92.93,858.59,375.45,306.22,141.27,35.65,7.6846,42,1286.55,159.16,13,0.1950,,0.0180,none
2024-05-19,5911.85,223.17,5688.68,4109.01,1579.67,2608.33,67,90,61,88.24,886.12,407.97,309.61,131.92,36.62,6.6716,45,1276.76,157.55,13,0.2160,,0.0180,none
2024-05-20,5307.20,229.52,5077.68,7686.01,-2608.33,0.00,58,75,110,91.50,829.07,379.42,278.75,131.84,39.06,6.4014,43,1259.88,155.42,13,0.2374,,0.0180,none
2024-05-21,5379.37,267.67,5111.70,5111.70,0.00,0.00,58,78,72,92.75,810.56,361.06,268.67,141.81,39.02,6.6366,41,1143.04,140.09,12,0.2125,,0.0180,none
2024-05-22,5682.64,245.23,5437.41,5437.41,0.00,0.00,62,80,78,91.66,813.56,357.41,289.87,127.83,38.45,6.9849,40,1271.82,157.14,13,0.2238,,0.0180,none
