activity_date,partner,clicks,orders,revenue_usd,commission_usd,updated_at
2024-03-28,cashback_network,98,4,362.82,36.28,2026-08-20T09:00:00Z
2024-03-28,editorial_partner,73,3,326.18,39.14,2026-08-20T09:00:00Z
2024-03-29,creator_collective,115,6,553.96,77.55,2026-08-20T09:00:00Z
2024-03-29,cashback_network,98,4,362.04,36.20,2026-08-20T09:00:00Z
2024-03-29,editorial_partner,73,3,325.67,39.08,2026-08-20T09:00:00Z
2024-03-30,creator_collective,115,6,570.84,79.92,2026-08-20T09:00:00Z
2024-03-30,cashback_network,98,4,365.49,36.55,2026-08-20T09:00:00Z
2024-03-30,editorial_partner,73,3,334.57,40.15,2026-08-20T09:00:00Z
2024-03-31,creator_collective,115,6,592.43,82.94,2026-08-20T09:00:00Z
2024-03-31,cashback_network,98,4,348.51,34.85,2026-08-20T09:00:00Z
2024-03-31,editorial_partner,73,3,333.87,40.06,2026-08-20T09:00:00Z
2024-04-01,creator_collective,115,6,598.62,83.81,2026-08-20T09:00:00Z
2024-04-01,cashback_network,98,4,348.55,34.86,2026-08-20T09:00:00Z
2024-04-01,editorial_partner,73,3,313.57,37.63,2026-08-20T09:00:00Z
2024-04-02,creator_collective,135,7,670.38,93.85,2026-08-20T09:00:00Z
2024-04-02,cashback_network,98,4,357.18,35.72,2026-08-20T09:00:00Z
2024-04-02,editorial_partner,73,3,330.08,39.61,2026-08-20T09:00:00Z
2024-04-03,creator_collective,115,6,568.62,79.61,2026-08-20T09:00:00Z
2024-04-03,cashback_network,98,4,343.00,34.30,2026-08-20T09:00:00Z
2024-04-03,editorial_partner,73,3,316.30,37.96,2026-08-20T09:00:00Z
2024-04-04,creator_collective,115,6,568.56,79.60,2026-08-20T09:00:00Z
2024-04-04,cashback_network,98,4,337.95,33.79,2026-08-20T09:00:00Z
2024-04-04,editorial_partner,73,3,319.17,38.30,2026-08-20T09:00:00Z
2024-04-05,creator_collective,115,6,597.69,83.68,2026-08-20T09:00:00Z
2024-04-05,cashback_network,98,4,349.43,34.94,2026-08-20T09:00:00Z
2024-04-05,editorial_partner,73,3,336.15,40.34,2026-08-20T09:00:00Z
2024-04-06,creator_collective,135,7,653.87,91.54,2026-08-20T09:00:00Z
2024-04-06,cashback_network,98,4,343.97,34.40,2026-08-20T09:00:00Z
2024-04-06,editorial_partner,73,3,334.69,40.16,2026-08-20T09:00:00Z
2024-04-07,creator_collective,115,6,590.39,82.65,2026-08-20T09:00:00Z
2024-04-07,cashback_network,98,4,340.26,34.03,2026-08-20T09:00:00Z
2024-04-07,editorial_partner,73,3,332.63,39.92,2026-08-20T09:00:00Z
2024-04-08,creator_collective,115,6,570.31,79.84,2026-08-20T09:00:00Z
2024-04-08,cashback_network,98,4,339.72,33.97,2026-08-20T09:00:00Z
2024-04-08,editorial_partner,73,3,319.96,38.40,2026-08-20T09:00:00Z
2024-04-09,creator_collective,135,7,645.30,90.34,2026-08-20T09:00:00Z
2024-04-09,cashback_network,98,4,362.04,36.20,2026-08-20T09:00:00Z
2024-04-09,editorial_partner,73,3,335.28,40.23,2026-08-20T09:00:00Z
2024-04-10,creator_collective,135,7,653.15,91.44,2026-08-20T09:00:00Z
2024-04-10,cashback_network,98,4,356.58,35.66,2026-08-20T09:00:00Z
2024-04-10,editorial_partner,73,3,318.22,38.19,2026-08-20T09:00:00Z
2024-04-11,creator_collective,115,6,553.54,77.50,2026-08-20T09:00:00Z
2024-04-11,cashback_network,98,4,349.65,34.97,2026-08-20T09:00:00Z
2024-04-11,editorial_partner,73,3,311.61,37.39,2026-08-20T09:00:00Z
2024-04-12,creator_collective,115,6,575.84,80.62,2026-08-20T09:00:00Z
2024-04-12,cashback_network,98,4,341.28,34.13,2026-08-20T09:00:00Z
2024-04-12,editorial_partner,73,3,320.51,38.46,2026-08-20T09:00:00Z
2024-04-13,creator_collective,115,6,569.49,79.73,2026-08-20T09:00:00Z
2024-04-13,cashback_network,98,4,338.85,33.88,2026-08-20T09:00:00Z
2024-04-13,editorial_partner,73,3,327.94,39.35,2026-08-20T09:00:00Z
2024-04-14,creator_collective,115,6,579.29,81.10,2026-08-20T09:00:00Z
2024-04-14,cashback_network,122,5,437.20,43.72,2026-08-20T09:00:00Z
2024-04-14,editorial_partner,73,3,319.88,38.39,2026-08-20T09:00:00Z
2024-04-15,creator_collective,115,6,587.48,82.25,2026-08-20T09:00:00Z
2024-04-15,cashback_network,122,5,446.40,44.64,2026-08-20T09:00:00Z
2024-04-15,editorial_partner,73,3,318.38,38.21,2026-08-20T09:00:00Z
2024-04-16,creator_collective,135,7,669.50,93.73,2026-08-20T09:00:00Z
2024-04-16,cashback_network,98,4,340.82,34.08,2026-08-20T09:00:00Z
2024-04-16,editorial_partner,73,3,319.35,38.32,2026-08-20T09:00:00Z
2024-04-17,creator_collective,115,6,559.68,78.36,2026-08-20T09:00:00Z
2024-04-17,cashback_network,98,4,341.92,34.19,2026-08-20T09:00:00Z
2024-04-17,editorial_partner,73,3,335.38,40.25,2026-08-20T09:00:00Z
2024-04-18,creator_collective,96,5,491.54,68.82,2026-08-20T09:00:00Z
2024-04-18,cashback_network,98,4,341.27,34.13,2026-08-20T09:00:00Z
2024-04-18,editorial_partner,73,3,319.02,38.28,2026-08-20T09:00:00Z
2024-04-19,creator_collective,115,6,584.03,81.76,2026-08-20T09:00:00Z
2024-04-19,cashback_network,98,4,357.07,35.71,2026-08-20T09:00:00Z
2024-04-19,editorial_partner,73,3,332.87,39.94,2026-08-20T09:00:00Z
2024-04-20,creator_collective,115,6,558.52,78.19,2026-08-20T09:00:00Z
2024-04-20,cashback_network,98,4,342.98,34.30,2026-08-20T09:00:00Z
2024-04-20,editorial_partner,73,3,311.90,37.43,2026-08-20T09:00:00Z
2024-04-21,creator_collective,115,6,569.07,79.67,2026-08-20T09:00:00Z
2024-04-21,cashback_network,98,4,348.76,34.88,2026-08-20T09:00:00Z
2024-04-21,editorial_partner,73,3,331.69,39.80,2026-08-20T09:00:00Z
2024-04-22,creator_collective,96,5,472.01,66.08,2026-08-20T09:00:00Z
2024-04-22,cashback_network,98,4,340.00,34.00,2026-08-20T09:00:00Z
2024-04-22,editorial_partner,73,3,311.71,37.41,2026-08-20T09:00:00Z
2024-04-23,creator_collective,96,5,495.83,69.42,2026-08-20T09:00:00Z
2024-04-23,cashback_network,98,4,361.88,36.19,2026-08-20T09:00:00Z
2024-04-23,editorial_partner,73,3,333.78,40.05,2026-08-20T09:00:00Z
2024-04-24,creator_collective,115,6,581.22,81.37,2026-08-20T09:00:00Z
2024-04-24,cashback_network,98,4,350.93,35.09,2026-08-20T09:00:00Z
2024-04-24,editorial_partner,73,3,336.48,40.38,2026-08-20T09:00:00Z
2024-04-25,creator_collective,96,5,463.24,64.85,2026-08-20T09:00:00Z
2024-04-25,cashback_network,73,3,267.87,26.79,2026-08-20T09:00:00Z
2024-04-25,editorial_partner,73,3,314.13,37.70,2026-08-20T09:00:00Z
2024-04-26,creator_collective,115,6,579.22,81.09,2026-08-20T09:00:00Z
2024-04-26,cashback_network,98,4,364.25,36.42,2026-08-20T09:00:00Z
2024-04-26,editorial_partner,73,3,326.78,39.21,2026-08-20T09:00:00Z
2024-04-27,creator_collective,115,6,587.12,82.20,2026-08-20T09:00:00Z
2024-04-27,cashback_network,98,4,363.62,36.36,2026-08-20T09:00:00Z
2024-04-27,editorial_partner,73,3,320.65,38.48,2026-08-20T09:00:00Z
2024-04-28,creator_collective,115,6,594.38,83.21,2026-08-20T09:00:00Z
2024-04-28,cashback_network,98,4,357.66,35.77,2026-08-20T09:00:00Z
2024-04-28,editorial_partner,73,3,333.16,39.98,2026-08-20T09:00:00Z
2024-04-29,creator_collective,115,6,579.15,81.08,2026-08-20T09:00:00Z
2024-04-29,cashback_network,98,4,359.56,35.96,2026-08-20T09:00:00Z
2024-04-29,editorial_partner,73,3,312.03,37.44,2026-08-20T09:00:00Z
2024-04-30,creator_collective,115,6,565.63,79.19,2026-08-20T09:00:00Z
2024-04-30,cashback_network,98,4,343.03,34.30,2026-08-20T09:00:00Z
2024-04-30,editorial_partner,73,3,333.08,39.97,2026-08-20T09:00:00Z
2024-05-01,creator_collective,115,6,569.43,79.72,2026-08-20T09:00:00Z
2024-05-01,cashback_network,98,4,351.48,35.15,2026-08-20T09:00:00Z
2024-05-01,editorial_partner,73,3,319.60,38.35,2026-08-20T09:00:00Z
2024-05-02,creator_collective,115,6,566.50,79.31,2026-08-20T09:00:00Z
2024-05-02,cashback_network,98,4,362.27,36.23,2026-08-20T09:00:00Z
2024-05-02,editorial_partner,73,3,332.00,39.84,2026-08-20T09:00:00Z
2024-05-03,creator_collective,96,5,465.07,65.11,2026-08-20T09:00:00Z
2024-05-03,cashback_network,98,4,341.98,34.20,2026-08-20T09:00:00Z
2024-05-03,editorial_partner,73,3,324.47,38.94,2026-08-20T09:00:00Z
2024-05-04,creator_collective,96,5,472.04,66.09,2026-08-20T09:00:00Z
2024-05-04,cashback_network,98,4,351.61,35.16,2026-08-20T09:00:00Z
2024-05-04,editorial_partner,73,3,331.74,39.81,2026-08-20T09:00:00Z
2024-05-05,creator_collective,115,6,584.37,81.81,2026-08-20T09:00:00Z
2024-05-05,cashback_network,98,4,339.51,33.95,2026-08-20T09:00:00Z
2024-05-05,editorial_partner,73,3,323.01,38.76,2026-08-20T09:00:00Z
2024-05-06,creator_collective,115,6,588.71,82.42,2026-08-20T09:00:00Z
2024-05-06,cashback_network,98,4,363.25,36.32,2026-08-20T09:00:00Z
2024-05-06,editorial_partner,73,3,317.12,38.05,2026-08-20T09:00:00Z
2024-05-07,creator_collective,115,6,592.13,82.90,2026-08-20T09:00:00Z
2024-05-07,cashback_network,98,4,342.43,34.24,2026-08-20T09:00:00Z
2024-05-07,editorial_partner,73,3,313.61,37.63,2026-08-20T09:00:00Z
2024-05-08,creator_collective,96,5,494.52,69.23,2026-08-20T09:00:00Z
2024-05-08,cashback_network,98,4,356.38,35.64,2026-08-20T09:00:00Z
2024-05-08,editorial_partner,73,3,329.19,39.50,2026-08-20T09:00:00Z
2024-05-09,creator_collective,115,6,554.97,77.70,2026-08-20T09:00:00Z
2024-05-09,cashback_network,98,4,363.27,36.33,2026-08-20T09:00:00Z
2024-05-09,editorial_partner,73,3,322.83,38.74,2026-08-20T09:00:00Z
2024-05-10,creator_collective,115,6,569.38,79.71,2026-08-20T09:00:00Z
2024-05-10,cashback_network,98,4,349.05,34.90,2026-08-20T09:00:00Z
2024-05-10,editorial_partner,73,3,319.85,38.38,2026-08-20T09:00:00Z
2024-05-11,creator_collective,96,5,487.35,68.23,2026-08-20T09:00:00Z
2024-05-11,cashback_network,73,3,253.57,25.36,2026-08-20T09:00:00Z
2024-05-11,editorial_partner,73,3,311.74,37.41,2026-08-20T09:00:00Z
2024-05-12,creator_collective,115,6,573.36,80.27,2026-08-20T09:00:00Z
2024-05-12,cashback_network,73,3,260.42,26.04,2026-08-20T09:00:00Z
2024-05-12,editorial_partner,73,3,331.62,39.79,2026-08-20T09:00:00Z
2024-05-13,creator_collective,115,6,579.31,81.10,2026-08-20T09:00:00Z
2024-05-13,cashback_network,98,4,343.11,34.31,2026-08-20T09:00:00Z
2024-05-13,editorial_partner,73,3,312.95,37.55,2026-08-20T09:00:00Z
2024-05-14,creator_collective,115,6,563.86,78.94,2026-08-20T09:00:00Z
2024-05-14,cashback_network,122,5,440.55,44.05,2026-08-20T09:00:00Z
2024-05-14,editorial_partner,73,3,318.31,38.20,2026-08-20T09:00:00Z
2024-05-15,creator_collective,115,6,562.24,78.71,2026-08-20T09:00:00Z
2024-05-15,cashback_network,98,4,351.51,35.15,2026-08-20T09:00:00Z
2024-05-15,editorial_partner,73,3,323.39,38.81,2026-08-20T09:00:00Z
2024-05-16,creator_collective,135,7,672.65,94.17,2026-08-20T09:00:00Z
2024-05-16,cashback_network,98,4,358.63,35.86,2026-08-20T09:00:00Z
2024-05-16,editorial_partner,73,3,314.16,37.70,2026-08-20T09:00:00Z
2024-05-17,creator_collective,96,5,462.88,64.80,2026-08-20T09:00:00Z
2024-05-17,cashback_network,98,4,341.56,34.16,2026-08-20T09:00:00Z
2024-05-17,editorial_partner,73,3,317.95,38.15,2026-08-20T09:00:00Z
2024-05-18,creator_collective,115,6,595.26,83.34,2026-08-20T09:00:00Z
2024-05-18,cashback_network,98,4,356.90,35.69,2026-08-20T09:00:00Z
2024-05-18,editorial_partner,73,3,334.39,40.13,2026-08-20T09:00:00Z
2024-05-19,creator_collective,115,6,583.38,81.67,2026-08-20T09:00:00Z
2024-05-19,cashback_network,98,4,366.03,36.60,2026-08-20T09:00:00Z
2024-05-19,editorial_partner,73,3,327.35,39.28,2026-08-20T09:00:00Z
2024-05-20,creator_collective,115,6,570.78,79.91,2026-08-20T09:00:00Z
2024-05-20,cashback_network,98,4,359.19,35.92,2026-08-20T09:00:00Z
2024-05-20,editorial_partner,73,3,329.91,39.59,2026-08-20T09:00:00Z
2024-05-21,creator_collective,96,5,484.59,67.84,2026-08-20T09:00:00Z
2024-05-21,cashback_network,98,4,338.31,33.83,2026-08-20T09:00:00Z
2024-05-21,editorial_partner,73,3,320.14,38.42,2026-08-20T09:00:00Z
2024-05-22,creator_collective,115,6,585.09,81.91,2026-08-20T09:00:00Z
2024-05-22,cashback_network,98,4,358.84,35.88,2026-08-20T09:00:00Z
2024-05-22,editorial_partner,73,3,327.89,39.35,2026-08-20T09:00:00Z
2024-05-23,creator_collective,96,5,496.45,69.50,2026-08-20T09:00:00Z
2024-05-23,cashback_network,98,4,364.18,36.42,2026-08-20T09:00:00Z
2024-05-23,editorial_partner,73,3,331.53,39.78,2026-08-20T09:00:00Z
2024-05-24,creator_collective,115,6,578.78,81.03,2026-08-20T09:00:00Z
2024-05-24,cashback_network,98,4,354.16,35.42,2026-08-20T09:00:00Z
2024-05-24,editorial_partner,73,3,335.37,40.24,2026-08-20T09:00:00Z
2024-05-25,creator_collective,96,5,492.90,69.01,2026-08-20T09:00:00Z
2024-05-25,cashback_network,98,4,359.23,35.92,2026-08-20T09:00:00Z
2024-05-25,editorial_partner,73,3,328.67,39.44,2026-08-20T09:00:00Z
2024-05-26,creator_collective,115,6,558.55,78.20,2026-08-20T09:00:00Z
2024-05-26,cashback_network,98,4,345.80,34.58,2026-08-20T09:00:00Z
2024-05-26,editorial_partner,73,3,312.26,37.47,2026-08-20T09:00:00Z
2024-05-27,creator_collective,115,6,573.43,80.28,2026-08-20T09:00:00Z
2024-05-27,cashback_network,98,4,342.63,34.26,2026-08-20T09:00:00Z
2024-05-27,editorial_partner,73,3,313.77,37.65,2026-08-20T09:00:00Z
2024-05-28,creator_collective,115,6,592.71,82.98,2026-08-20T09:00:00Z
2024-05-28,cashback_network,98,4,351.19,35.12,2026-08-20T09:00:00Z
2024-05-28,editorial_partner,73,3,336.91,40.43,2026-08-20T09:00:00Z
2024-05-29,creator_collective,115,6,557.68,78.08,2026-08-20T09:00:00Z
2024-05-29,cashback_network,98,4,358.69,35.87,2026-08-20T09:00:00Z
2024-05-29,editorial_partner,73,3,314.00,37.68,2026-08-20T09:00:00Z
2024-05-30,creator_collective,115,6,573.79,80.33,2026-08-20T09:00:00Z
2024-05-30,cashback_network,98,4,358.34,35.83,2026-08-20T09:00:00Z
2024-05-30,editorial_partner,73,3,311.54,37.39,2026-08-20T09:00:00Z
2024-05-31,creator_collective,115,6,595.76,83.41,2026-08-20T09:00:00Z
2024-05-31,cashback_network,98,4,345.72,34.57,2026-08-20T09:00:00Z
2024-05-31,editorial_partner,73,3,323.45,38.81,2026-08-20T09:00:00Z
2024-06-01,creator_collective,115,6,568.16,79.54,2026-08-20T09:00:00Z
2024-06-01,cashback_network,98,4,346.96,34.70,2026-08-20T09:00:00Z
2024-06-01,editorial_partner,73,3,323.32,38.80,2026-08-20T09:00:00Z
2024-06-02,creator_collective,96,5,472.81,66.19,2026-08-20T09:00:00Z
2024-06-02,cashback_network,73,3,262.12,26.21,2026-08-20T09:00:00Z
2024-06-02,editorial_partner,73,3,325.05,39.01,2026-08-20T09:00:00Z
2024-06-03,creator_collective,115,6,588.69,82.42,2026-08-20T09:00:00Z
2024-06-03,cashback_network,98,4,339.69,33.97,2026-08-20T09:00:00Z
2024-06-03,editorial_partner,73,3,323.23,38.79,2026-08-20T09:00:00Z
2024-06-04,creator_collective,96,5,493.41,69.08,2026-08-20T09:00:00Z
2024-06-04,cashback_network,98,4,363.67,36.37,2026-08-20T09:00:00Z
2024-06-04,editorial_partner,73,3,315.36,37.84,2026-08-20T09:00:00Z
2024-06-05,creator_collective,96,5,464.78,65.07,2026-08-20T09:00:00Z
2024-06-05,cashback_network,98,4,358.98,35.90,2026-08-20T09:00:00Z
2024-06-05,editorial_partner,73,3,326.59,39.19,2026-08-20T09:00:00Z
2024-06-06,creator_collective,115,6,590.42,82.66,2026-08-20T09:00:00Z
2024-06-06,cashback_network,98,4,357.69,35.77,2026-08-20T09:00:00Z
2024-06-06,editorial_partner,73,3,316.25,37.95,2026-08-20T09:00:00Z
2024-06-07,creator_collective,96,5,485.25,67.93,2026-08-20T09:00:00Z
2024-06-07,cashback_network,98,4,359.14,35.91,2026-08-20T09:00:00Z
2024-06-07,editorial_partner,73,3,332.79,39.93,2026-08-20T09:00:00Z
2024-06-08,creator_collective,115,6,587.78,82.29,2026-08-20T09:00:00Z
2024-06-08,cashback_network,98,4,351.14,35.11,2026-08-20T09:00:00Z
2024-06-08,editorial_partner,73,3,314.95,37.79,2026-08-20T09:00:00Z
2024-06-09,creator_collective,115,6,596.49,83.51,2026-08-20T09:00:00Z
2024-06-09,cashback_network,98,4,342.86,34.29,2026-08-20T09:00:00Z
2024-06-09,editorial_partner,73,3,334.65,40.16,2026-08-20T09:00:00Z
2024-06-10,creator_collective,115,6,567.42,79.44,2026-08-20T09:00:00Z
2024-06-10,cashback_network,98,4,357.28,35.73,2026-08-20T09:00:00Z
2024-06-10,editorial_partner,73,3,317.72,38.13,2026-08-20T09:00:00Z
2024-06-11,creator_collective,115,6,578.16,80.94,2026-08-20T09:00:00Z
2024-06-11,cashback_network,98,4,349.41,34.94,2026-08-20T09:00:00Z
2024-06-11,editorial_partner,73,3,321.12,38.53,2026-08-20T09:00:00Z
2024-06-12,creator_collective,115,6,573.29,80.26,2026-08-20T09:00:00Z
2024-06-12,cashback_network,98,4,349.64,34.96,2026-08-20T09:00:00Z
2024-06-12,editorial_partner,73,3,323.32,38.80,2026-08-20T09:00:00Z
2024-06-13,creator_collective,115,6,576.69,80.74,2026-08-20T09:00:00Z
2024-06-13,cashback_network,98,4,354.38,35.44,2026-08-20T09:00:00Z
2024-06-13,editorial_partner,73,3,332.94,39.95,2026-08-20T09:00:00Z
2024-06-14,creator_collective,135,7,697.83,97.70,2026-08-20T09:00:00Z
2024-06-14,cashback_network,122,5,450.84,45.08,2026-08-20T09:00:00Z
2024-06-14,editorial_partner,73,3,314.85,37.78,2026-08-20T09:00:00Z
2024-06-15,creator_collective,135,7,663.14,92.84,2026-08-20T09:00:00Z
2024-06-15,cashback_network,98,4,342.41,34.24,2026-08-20T09:00:00Z
2024-06-15,editorial_partner,73,3,316.82,38.02,2026-08-20T09:00:00Z
2024-06-16,creator_collective,135,7,695.99,97.44,2026-08-20T09:00:00Z
2024-06-16,cashback_network,98,4,350.20,35.02,2026-08-20T09:00:00Z
2024-06-16,editorial_partner,73,3,312.57,37.51,2026-08-20T09:00:00Z
2024-06-17,creator_collective,115,6,572.49,80.15,2026-08-20T09:00:00Z
2024-06-17,cashback_network,98,4,353.82,35.38,2026-08-20T09:00:00Z
2024-06-17,editorial_partner,73,3,336.50,40.38,2026-08-20T09:00:00Z
2024-06-18,creator_collective,115,6,559.08,78.27,2026-08-20T09:00:00Z
2024-06-18,cashback_network,98,4,342.79,34.28,2026-08-20T09:00:00Z
2024-06-18,editorial_partner,73,3,313.96,37.68,2026-08-20T09:00:00Z
2024-06-19,creator_collective,115,6,577.85,80.90,2026-08-20T09:00:00Z
2024-06-19,cashback_network,98,4,360.55,36.05,2026-08-20T09:00:00Z
2024-06-19,editorial_partner,73,3,318.48,38.22,2026-08-20T09:00:00Z
2024-06-20,creator_collective,115,6,553.13,77.44,2026-08-20T09:00:00Z
2024-06-20,cashback_network,98,4,352.00,35.20,2026-08-20T09:00:00Z
2024-06-20,editorial_partner,73,3,327.19,39.26,2026-08-20T09:00:00Z
2024-06-21,creator_collective,115,6,554.35,77.61,2026-08-20T09:00:00Z
2024-06-21,cashback_network,98,4,360.32,36.03,2026-08-20T09:00:00Z
2024-06-21,editorial_partner,73,3,320.23,38.43,2026-08-20T09:00:00Z
2024-06-22,creator_collective,115,6,571.44,80.00,2026-08-20T09:00:00Z
2024-06-22,cashback_network,98,4,342.02,34.20,2026-08-20T09:00:00Z
2024-06-22,editorial_partner,73,3,331.98,39.84,2026-08-20T09:00:00Z
2024-06-23,creator_collective,115,6,584.15,81.78,2026-08-20T09:00:00Z
2024-06-23,cashback_network,98,4,346.36,34.64,2026-08-20T09:00:00Z
2024-06-23,editorial_partner,73,3,317.50,38.10,2026-08-20T09:00:00Z
2024-06-24,creator_collective,96,5,466.02,65.24,2026-08-20T09:00:00Z
2024-06-24,cashback_network,98,4,362.15,36.21,2026-08-20T09:00:00Z
2024-06-24,editorial_partner,73,3,333.18,39.98,2026-08-20T09:00:00Z
2024-06-25,creator_collective,115,6,573.14,80.24,2026-08-20T09:00:00Z
2024-06-25,cashback_network,98,4,364.57,36.46,2026-08-20T09:00:00Z
2024-06-25,editorial_partner,73,3,328.51,39.42,2026-08-20T09:00:00Z
2024-06-26,creator_collective,115,6,583.71,81.72,2026-08-20T09:00:00Z
2024-06-26,cashback_network,98,4,340.49,34.05,2026-08-20T09:00:00Z
2024-06-26,editorial_partner,73,3,315.69,37.88,2026-08-20T09:00:00Z
2024-06-27,creator_collective,115,6,556.99,77.98,2026-08-20T09:00:00Z
2024-06-27,cashback_network,98,4,348.99,34.90,2026-08-20T09:00:00Z
2024-06-27,editorial_partner,73,3,325.42,39.05,2026-08-20T09:00:00Z
2024-06-28,creator_collective,135,7,667.13,93.40,2026-08-20T09:00:00Z
2024-06-28,cashback_network,98,4,359.58,35.96,2026-08-20T09:00:00Z
2024-06-28,editorial_partner,73,3,322.87,38.74,2026-08-20T09:00:00Z
2024-06-29,creator_collective,115,6,578.89,81.04,2026-08-20T09:00:00Z
2024-06-29,cashback_network,98,4,363.12,36.31,2026-08-20T09:00:00Z
2024-06-29,editorial_partner,73,3,330.73,39.69,2026-08-20T09:00:00Z
2024-06-30,creator_collective,115,6,569.02,79.66,2026-08-20T09:00:00Z
2024-06-30,cashback_network,98,4,361.35,36.14,2026-08-20T09:00:00Z
2024-06-30,editorial_partner,73,3,312.46,37.50,2026-08-20T09:00:00Z
2024-07-01,creator_collective,154,8,785.62,109.99,2026-08-20T09:00:00Z
2024-07-01,cashback_network,122,5,429.95,42.99,2026-08-20T09:00:00Z
2024-07-01,editorial_partner,98,4,429.74,51.57,2026-08-20T09:00:00Z
2024-07-02,creator_collective,135,7,658.47,92.19,2026-08-20T09:00:00Z
2024-07-02,cashback_network,122,5,434.22,43.42,2026-08-20T09:00:00Z
2024-07-02,editorial_partner,73,3,317.50,38.10,2026-08-20T09:00:00Z
2024-07-03,creator_collective,135,7,680.75,95.30,2026-08-20T09:00:00Z
2024-07-03,cashback_network,122,5,423.27,42.33,2026-08-20T09:00:00Z
2024-07-03,editorial_partner,73,3,312.68,37.52,2026-08-20T09:00:00Z
2024-07-04,creator_collective,115,6,586.10,82.05,2026-08-20T09:00:00Z
2024-07-04,cashback_network,122,5,426.35,42.63,2026-08-20T09:00:00Z
2024-07-04,editorial_partner,98,4,434.92,52.19,2026-08-20T09:00:00Z
2024-07-05,creator_collective,135,7,683.56,95.70,2026-08-20T09:00:00Z
2024-07-05,cashback_network,122,5,437.52,43.75,2026-08-20T09:00:00Z
2024-07-05,editorial_partner,98,4,424.20,50.90,2026-08-20T09:00:00Z
2024-07-06,creator_collective,115,6,575.17,80.52,2026-08-20T09:00:00Z
2024-07-06,cashback_network,98,4,346.54,34.65,2026-08-20T09:00:00Z
2024-07-06,editorial_partner,73,3,311.63,37.40,2026-08-20T09:00:00Z
2024-07-07,creator_collective,135,7,676.63,94.73,2026-08-20T09:00:00Z
2024-07-07,cashback_network,98,4,360.98,36.10,2026-08-20T09:00:00Z
2024-07-07,editorial_partner,73,3,319.04,38.29,2026-08-20T09:00:00Z
2024-07-08,creator_collective,115,6,580.28,81.24,2026-08-20T09:00:00Z
2024-07-08,cashback_network,98,4,341.04,34.10,2026-08-20T09:00:00Z
2024-07-08,editorial_partner,73,3,324.60,38.95,2026-08-20T09:00:00Z
2024-07-09,creator_collective,115,6,573.36,80.27,2026-08-20T09:00:00Z
2024-07-09,cashback_network,122,5,444.29,44.43,2026-08-20T09:00:00Z
2024-07-09,editorial_partner,73,3,324.97,39.00,2026-08-20T09:00:00Z
2024-07-10,creator_collective,115,6,573.83,80.34,2026-08-20T09:00:00Z
2024-07-10,cashback_network,98,4,354.80,35.48,2026-08-20T09:00:00Z
2024-07-10,editorial_partner,73,3,327.79,39.33,2026-08-20T09:00:00Z
2024-07-11,creator_collective,115,6,558.11,78.14,2026-08-20T09:00:00Z
2024-07-11,cashback_network,98,4,348.06,34.81,2026-08-20T09:00:00Z
2024-07-11,editorial_partner,73,3,321.27,38.55,2026-08-20T09:00:00Z
2024-07-12,creator_collective,135,7,697.14,97.60,2026-08-20T09:00:00Z
2024-07-12,cashback_network,98,4,352.98,35.30,2026-08-20T09:00:00Z
2024-07-12,editorial_partner,73,3,314.02,37.68,2026-08-20T09:00:00Z
2024-07-13,creator_collective,135,7,671.79,94.05,2026-08-20T09:00:00Z
2024-07-13,cashback_network,98,4,362.71,36.27,2026-08-20T09:00:00Z
2024-07-13,editorial_partner,73,3,323.56,38.83,2026-08-20T09:00:00Z
2024-07-14,creator_collective,135,7,673.47,94.29,2026-08-20T09:00:00Z
2024-07-14,cashback_network,122,5,454.14,45.41,2026-08-20T09:00:00Z
2024-07-14,editorial_partner,73,3,320.74,38.49,2026-08-20T09:00:00Z
2024-07-15,creator_collective,135,7,685.45,95.96,2026-08-20T09:00:00Z
2024-07-15,cashback_network,98,4,342.63,34.26,2026-08-20T09:00:00Z
2024-07-15,editorial_partner,98,4,436.38,52.37,2026-08-20T09:00:00Z
2024-07-16,creator_collective,135,7,670.50,93.87,2026-08-20T09:00:00Z
2024-07-16,cashback_network,122,5,453.69,45.37,2026-08-20T09:00:00Z
2024-07-16,editorial_partner,98,4,448.13,53.78,2026-08-20T09:00:00Z
2024-07-17,creator_collective,115,6,566.26,79.28,2026-08-20T09:00:00Z
2024-07-17,cashback_network,122,5,450.50,45.05,2026-08-20T09:00:00Z
2024-07-17,editorial_partner,73,3,335.26,40.23,2026-08-20T09:00:00Z
2024-07-18,creator_collective,115,6,573.37,80.27,2026-08-20T09:00:00Z
2024-07-18,cashback_network,122,5,444.65,44.46,2026-08-20T09:00:00Z
2024-07-18,editorial_partner,73,3,324.27,38.91,2026-08-20T09:00:00Z
2024-07-19,creator_collective,115,6,587.05,82.19,2026-08-20T09:00:00Z
2024-07-19,cashback_network,122,5,425.77,42.58,2026-08-20T09:00:00Z
2024-07-19,editorial_partner,73,3,319.64,38.36,2026-08-20T09:00:00Z
2024-07-20,creator_collective,135,7,662.77,92.79,2026-08-20T09:00:00Z
2024-07-20,cashback_network,98,4,348.31,34.83,2026-08-20T09:00:00Z
2024-07-20,editorial_partner,73,3,326.16,39.14,2026-08-20T09:00:00Z
2024-07-21,creator_collective,135,7,687.10,96.19,2026-08-20T09:00:00Z
2024-07-21,cashback_network,98,4,360.01,36.00,2026-08-20T09:00:00Z
