activity_date,channel,spend_usd,impressions,clicks,attributed_orders,updated_at
2024-06-01,paid_search,414.85,5302,241,10,2026-08-20T09:00:00Z
2024-06-01,paid_social,312.07,10982,289,8,2026-08-20T09:00:00Z
2024-06-01,retargeting,149.51,6916,182,12,2026-08-20T09:00:00Z
2024-06-01,email,38.48,8132,214,15,2026-08-20T09:00:00Z
2024-06-02,paid_search,382.10,4884,222,9,2026-08-20T09:00:00Z
2024-06-02,paid_social,309.73,10906,287,7,2026-08-20T09:00:00Z
2024-06-02,retargeting,132.14,6118,161,10,2026-08-20T09:00:00Z
2024-06-02,email,36.30,7676,202,15,2026-08-20T09:00:00Z
2024-06-03,paid_search,365.57,4686,213,10,2026-08-20T09:00:00Z
2024-06-03,paid_social,305.23,10754,283,7,2026-08-20T09:00:00Z
2024-06-03,retargeting,146.88,6802,179,11,2026-08-20T09:00:00Z
2024-06-03,email,40.39,8512,224,16,2026-08-20T09:00:00Z
2024-06-04,paid_search,404.00,5170,235,10,2026-08-20T09:00:00Z
2024-06-04,paid_social,277.75,9766,257,6,2026-08-20T09:00:00Z
2024-06-04,retargeting,145.10,6726,177,11,2026-08-20T09:00:00Z
2024-06-04,email,37.44,7904,208,16,2026-08-20T09:00:00Z
2024-06-05,paid_search,394.11,5038,229,10,2026-08-20T09:00:00Z
2024-06-05,paid_social,280.38,9880,260,7,2026-08-20T09:00:00Z
2024-06-05,retargeting,130.65,6042,159,10,2026-08-20T09:00:00Z
2024-06-05,email,37.14,7828,206,15,2026-08-20T09:00:00Z
2024-06-06,paid_search,383.74,4906,223,10,2026-08-20T09:00:00Z
2024-06-06,paid_social,312.70,11020,290,7,2026-08-20T09:00:00Z
2024-06-06,retargeting,139.73,6460,170,11,2026-08-20T09:00:00Z
2024-06-06,email,39.32,8284,218,17,2026-08-20T09:00:00Z
2024-06-07,paid_search,371.98,4752,216,9,2026-08-20T09:00:00Z
2024-06-07,paid_social,271.24,9538,251,6,2026-08-20T09:00:00Z
2024-06-07,retargeting,148.02,6878,181,12,2026-08-20T09:00:00Z
2024-06-07,email,38.79,8170,215,17,2026-08-20T09:00:00Z
2024-06-08,paid_search,416.70,5324,242,11,2026-08-20T09:00:00Z
2024-06-08,paid_social,298.52,10488,276,7,2026-08-20T09:00:00Z
2024-06-08,retargeting,146.65,6802,179,11,2026-08-20T09:00:00Z
2024-06-08,email,35.69,7524,198,15,2026-08-20T09:00:00Z
2024-06-09,paid_search,392.38,5016,228,10,2026-08-20T09:00:00Z
2024-06-09,paid_social,316.68,11134,293,7,2026-08-20T09:00:00Z
2024-06-09,retargeting,136.63,6346,167,10,2026-08-20T09:00:00Z
2024-06-09,email,35.15,7410,195,14,2026-08-20T09:00:00Z
2024-06-10,paid_search,411.79,5258,239,10,2026-08-20T09:00:00Z
2024-06-10,paid_social,279.00,9804,258,7,2026-08-20T09:00:00Z
2024-06-10,retargeting,144.94,6726,177,10,2026-08-20T09:00:00Z
2024-06-10,email,35.78,7562,199,15,2026-08-20T09:00:00Z
2024-06-11,paid_search,387.11,4950,225,9,2026-08-20T09:00:00Z
2024-06-11,paid_social,296.96,10450,275,7,2026-08-20T09:00:00Z
2024-06-11,retargeting,134.12,6232,164,10,2026-08-20T09:00:00Z
2024-06-11,email,35.91,7562,199,14,2026-08-20T09:00:00Z
2024-06-12,paid_search,410.81,5258,239,10,2026-08-20T09:00:00Z
2024-06-12,paid_social,308.26,10830,285,8,2026-08-20T09:00:00Z
2024-06-12,retargeting,147.11,6802,179,11,2026-08-20T09:00:00Z
2024-06-12,email,37.02,7828,206,15,2026-08-20T09:00:00Z
2024-06-13,paid_search,391.15,4994,227,10,2026-08-20T09:00:00Z
2024-06-13,paid_social,283.06,9956,262,7,2026-08-20T09:00:00Z
2024-06-13,retargeting,151.28,6992,184,11,2026-08-20T09:00:00Z
2024-06-13,email,36.54,7714,203,15,2026-08-20T09:00:00Z
2024-06-14,paid_search,466.46,5962,271,13,2026-08-20T09:00:00Z
2024-06-14,paid_social,346.37,12198,321,9,2026-08-20T09:00:00Z
2024-06-14,retargeting,154.64,7182,189,12,2026-08-20T09:00:00Z
2024-06-14,email,42.95,9082,239,20,2026-08-20T09:00:00Z
2024-06-15,paid_search,414.20,5302,241,11,2026-08-20T09:00:00Z
2024-06-15,paid_social,352.90,12426,327,9,2026-08-20T09:00:00Z
2024-06-15,retargeting,151.00,6992,184,13,2026-08-20T09:00:00Z
2024-06-15,email,39.92,8436,222,18,2026-08-20T09:00:00Z
2024-06-16,paid_search,464.16,5940,270,13,2026-08-20T09:00:00Z
2024-06-16,paid_social,360.40,12692,334,9,2026-08-20T09:00:00Z
2024-06-16,retargeting,156.15,7220,190,13,2026-08-20T09:00:00Z
2024-06-16,email,40.43,8550,225,19,2026-08-20T09:00:00Z
2024-06-17,paid_search,365.99,4686,213,9,2026-08-20T09:00:00Z
2024-06-17,paid_social,289.04,10184,268,7,2026-08-20T09:00:00Z
2024-06-17,retargeting,134.76,6232,164,10,2026-08-20T09:00:00Z
2024-06-17,email,41.25,8702,229,16,2026-08-20T09:00:00Z
2024-06-18,paid_search,401.41,5126,233,10,2026-08-20T09:00:00Z
2024-06-18,paid_social,293.56,10336,272,7,2026-08-20T09:00:00Z
2024-06-18,retargeting,131.11,6080,160,9,2026-08-20T09:00:00Z
2024-06-18,email,39.48,8322,219,16,2026-08-20T09:00:00Z
2024-06-19,paid_search,385.42,4928,224,10,2026-08-20T09:00:00Z
2024-06-19,paid_social,305.75,10754,283,7,2026-08-20T09:00:00Z
2024-06-19,retargeting,148.12,6878,181,11,2026-08-20T09:00:00Z
2024-06-19,email,35.90,7562,199,15,2026-08-20T09:00:00Z
2024-06-20,paid_search,417.64,5346,243,10,2026-08-20T09:00:00Z
2024-06-20,paid_social,305.20,10754,283,7,2026-08-20T09:00:00Z
2024-06-20,retargeting,133.53,6194,163,10,2026-08-20T09:00:00Z
2024-06-20,email,39.68,8360,220,16,2026-08-20T09:00:00Z
2024-06-21,paid_search,402.01,5148,234,10,2026-08-20T09:00:00Z
2024-06-21,paid_social,298.81,10526,277,7,2026-08-20T09:00:00Z
2024-06-21,retargeting,134.50,6232,164,10,2026-08-20T09:00:00Z
2024-06-21,email,37.38,7904,208,15,2026-08-20T09:00:00Z
2024-06-22,paid_search,405.31,5192,236,10,2026-08-20T09:00:00Z
2024-06-22,paid_social,316.11,11134,293,8,2026-08-20T09:00:00Z
2024-06-22,retargeting,148.28,6878,181,11,2026-08-20T09:00:00Z
2024-06-22,email,38.84,8208,216,16,2026-08-20T09:00:00Z
2024-06-23,paid_search,380.24,4862,221,10,2026-08-20T09:00:00Z
2024-06-23,paid_social,277.11,9766,257,7,2026-08-20T09:00:00Z
2024-06-23,retargeting,144.82,6726,177,11,2026-08-20T09:00:00Z
2024-06-23,email,37.55,7942,209,16,2026-08-20T09:00:00Z
2024-06-24,paid_search,373.19,4774,217,9,2026-08-20T09:00:00Z
2024-06-24,paid_social,309.76,10906,287,8,2026-08-20T09:00:00Z
2024-06-24,retargeting,146.51,6802,179,11,2026-08-20T09:00:00Z
2024-06-24,email,36.98,7790,205,16,2026-08-20T09:00:00Z
2024-06-25,paid_search,371.63,4752,216,10,2026-08-20T09:00:00Z
2024-06-25,paid_social,298.63,10526,277,7,2026-08-20T09:00:00Z
2024-06-25,retargeting,137.78,6384,168,10,2026-08-20T09:00:00Z
2024-06-25,email,40.15,8474,223,16,2026-08-20T09:00:00Z
2024-06-26,paid_search,406.01,5192,236,10,2026-08-20T09:00:00Z
2024-06-26,paid_social,300.73,10564,278,7,2026-08-20T09:00:00Z
2024-06-26,retargeting,133.36,6194,163,10,2026-08-20T09:00:00Z
2024-06-26,email,36.97,7790,205,15,2026-08-20T09:00:00Z
2024-06-27,paid_search,426.81,5456,248,11,2026-08-20T09:00:00Z
2024-06-27,paid_social,308.72,10868,286,8,2026-08-20T09:00:00Z
2024-06-27,retargeting,134.84,6232,164,10,2026-08-20T09:00:00Z
2024-06-27,email,40.75,8588,226,17,2026-08-20T09:00:00Z
2024-06-28,paid_search,381.20,4884,222,10,2026-08-20T09:00:00Z
2024-06-28,paid_social,282.69,9956,262,7,2026-08-20T09:00:00Z
2024-06-28,retargeting,155.49,7220,190,12,2026-08-20T09:00:00Z
2024-06-28,email,37.44,7904,208,16,2026-08-20T09:00:00Z
2024-06-29,paid_search,379.84,4862,221,9,2026-08-20T09:00:00Z
2024-06-29,paid_social,320.30,11286,297,8,2026-08-20T09:00:00Z
2024-06-29,retargeting,135.38,6270,165,10,2026-08-20T09:00:00Z
2024-06-29,email,40.51,8550,225,17,2026-08-20T09:00:00Z
2024-06-30,paid_search,377.08,4818,219,9,2026-08-20T09:00:00Z
2024-06-30,paid_social,310.13,10906,287,7,2026-08-20T09:00:00Z
2024-06-30,retargeting,152.36,7068,186,11,2026-08-20T09:00:00Z
2024-06-30,email,41.38,8740,230,17,2026-08-20T09:00:00Z
2024-07-01,paid_search,528.14,6754,307,15,2026-08-20T09:00:00Z
2024-07-01,paid_social,373.23,13148,346,10,2026-08-20T09:00:00Z
2024-07-01,retargeting,185.48,8588,226,16,2026-08-20T09:00:00Z
2024-07-01,email,43.89,9272,244,22,2026-08-20T09:00:00Z
2024-07-02,paid_search,518.40,6622,301,15,2026-08-20T09:00:00Z
2024-07-02,paid_social,375.32,13224,348,10,2026-08-20T09:00:00Z
2024-07-02,retargeting,167.55,7752,204,14,2026-08-20T09:00:00Z
2024-07-02,email,43.89,9272,244,20,2026-08-20T09:00:00Z
2024-07-03,paid_search,465.20,5940,270,13,2026-08-20T09:00:00Z
2024-07-03,paid_social,373.93,13148,346,11,2026-08-20T09:00:00Z
2024-07-03,retargeting,191.97,8892,234,17,2026-08-20T09:00:00Z
2024-07-03,email,47.18,9956,262,24,2026-08-20T09:00:00Z
2024-07-04,paid_search,535.45,6842,311,15,2026-08-20T09:00:00Z
2024-07-04,paid_social,371.53,13072,344,10,2026-08-20T09:00:00Z
2024-07-04,retargeting,172.83,8018,211,15,2026-08-20T09:00:00Z
2024-07-04,email,46.05,9728,256,22,2026-08-20T09:00:00Z
2024-07-05,paid_search,506.93,6490,295,14,2026-08-20T09:00:00Z
2024-07-05,paid_social,372.60,13110,345,11,2026-08-20T09:00:00Z
2024-07-05,retargeting,181.31,8398,221,15,2026-08-20T09:00:00Z
2024-07-05,email,42.21,8930,235,21,2026-08-20T09:00:00Z
2024-07-06,paid_search,422.26,5412,246,11,2026-08-20T09:00:00Z
2024-07-06,paid_social,327.81,11552,304,8,2026-08-20T09:00:00Z
2024-07-06,retargeting,140.95,6536,172,10,2026-08-20T09:00:00Z
2024-07-06,email,41.76,8816,232,17,2026-08-20T09:00:00Z
2024-07-07,paid_search,381.57,4884,222,9,2026-08-20T09:00:00Z
2024-07-07,paid_social,326.69,11476,302,7,2026-08-20T09:00:00Z
2024-07-07,retargeting,153.19,7106,187,12,2026-08-20T09:00:00Z
2024-07-07,email,39.01,8246,217,16,2026-08-20T09:00:00Z
2024-07-08,paid_search,390.91,4994,227,9,2026-08-20T09:00:00Z
2024-07-08,paid_social,335.09,11780,310,8,2026-08-20T09:00:00Z
2024-07-08,retargeting,147.74,6840,180,11,2026-08-20T09:00:00Z
2024-07-08,email,39.15,8284,218,17,2026-08-20T09:00:00Z
2024-07-09,paid_search,395.57,5060,230,10,2026-08-20T09:00:00Z
2024-07-09,paid_social,289.65,10184,268,7,2026-08-20T09:00:00Z
2024-07-09,retargeting,154.87,7182,189,11,2026-08-20T09:00:00Z
2024-07-09,email,41.01,8664,228,18,2026-08-20T09:00:00Z
2024-07-10,paid_search,418.95,5368,244,10,2026-08-20T09:00:00Z
2024-07-10,paid_social,334.62,11780,310,8,2026-08-20T09:00:00Z
2024-07-10,retargeting,156.67,7258,191,12,2026-08-20T09:00:00Z
2024-07-10,email,40.38,8512,224,16,2026-08-20T09:00:00Z
2024-07-11,paid_search,387.63,4950,225,9,2026-08-20T09:00:00Z
2024-07-11,paid_social,331.50,11666,307,8,2026-08-20T09:00:00Z
2024-07-11,retargeting,158.68,7372,194,12,2026-08-20T09:00:00Z
2024-07-11,email,43.34,9158,241,19,2026-08-20T09:00:00Z
2024-07-12,paid_search,398.05,5082,231,10,2026-08-20T09:00:00Z
2024-07-12,paid_social,324.95,11438,301,8,2026-08-20T09:00:00Z
2024-07-12,retargeting,160.75,7448,196,12,2026-08-20T09:00:00Z
2024-07-12,email,38.30,8094,213,16,2026-08-20T09:00:00Z
2024-07-13,paid_search,412.65,5280,240,10,2026-08-20T09:00:00Z
2024-07-13,paid_social,295.42,10412,274,7,2026-08-20T09:00:00Z
2024-07-13,retargeting,144.11,6688,176,11,2026-08-20T09:00:00Z
2024-07-13,email,38.14,8056,212,15,2026-08-20T09:00:00Z
2024-07-14,paid_search,456.31,5830,265,13,2026-08-20T09:00:00Z
2024-07-14,paid_social,369.19,12996,342,10,2026-08-20T09:00:00Z
2024-07-14,retargeting,179.74,8322,219,15,2026-08-20T09:00:00Z
2024-07-14,email,41.94,8854,233,20,2026-08-20T09:00:00Z
2024-07-15,paid_search,510.95,6534,297,14,2026-08-20T09:00:00Z
2024-07-15,paid_social,382.20,13452,354,10,2026-08-20T09:00:00Z
2024-07-15,retargeting,160.16,7410,195,13,2026-08-20T09:00:00Z
2024-07-15,email,47.35,9994,263,22,2026-08-20T09:00:00Z
2024-07-16,paid_search,463.03,5918,269,12,2026-08-20T09:00:00Z
2024-07-16,paid_social,333.67,11742,309,9,2026-08-20T09:00:00Z
2024-07-16,retargeting,159.84,7410,195,13,2026-08-20T09:00:00Z
2024-07-16,email,45.42,9576,252,20,2026-08-20T09:00:00Z
2024-07-17,paid_search,417.24,5346,243,11,2026-08-20T09:00:00Z
2024-07-17,paid_social,321.08,11286,297,8,2026-08-20T09:00:00Z
2024-07-17,retargeting,140.53,6498,171,10,2026-08-20T09:00:00Z
2024-07-17,email,38.70,8170,215,17,2026-08-20T09:00:00Z
2024-07-18,paid_search,416.71,5324,242,11,2026-08-20T09:00:00Z
2024-07-18,paid_social,307.85,10830,285,7,2026-08-20T09:00:00Z
2024-07-18,retargeting,140.36,6498,171,11,2026-08-20T09:00:00Z
2024-07-18,email,43.77,9234,243,17,2026-08-20T09:00:00Z
2024-07-19,paid_search,444.43,5676,258,11,2026-08-20T09:00:00Z
2024-07-19,paid_social,296.77,10450,275,7,2026-08-20T09:00:00Z
2024-07-19,retargeting,161.59,7486,197,11,2026-08-20T09:00:00Z
2024-07-19,email,44.05,9310,245,17,2026-08-20T09:00:00Z
2024-07-20,paid_search,416.04,5324,242,11,2026-08-20T09:00:00Z
2024-07-20,paid_social,340.28,11970,315,8,2026-08-20T09:00:00Z
2024-07-20,retargeting,157.38,7296,192,11,2026-08-20T09:00:00Z
2024-07-20,email,44.31,9348,246,19,2026-08-20T09:00:00Z
2024-07-21,paid_search,452.03,5786,263,11,2026-08-20T09:00:00Z
2024-07-21,paid_social,314.64,11058,291,8,2026-08-20T09:00:00Z
2024-07-21,retargeting,165.24,7676,202,12,2026-08-20T09:00:00Z
2024-07-21,email,39.84,8398,221,17,2026-08-20T09:00:00Z
2024-07-22,paid_search,413.96,5302,241,11,2026-08-20T09:00:00Z
2024-07-22,paid_social,336.09,11818,311,8,2026-08-20T09:00:00Z
2024-07-22,retargeting,150.26,6954,183,11,2026-08-20T09:00:00Z
2024-07-22,email,43.34,9158,241,17,2026-08-20T09:00:00Z
2024-07-23,paid_search,429.63,5500,250,10,2026-08-20T09:00:00Z
2024-07-23,paid_social,314.31,11058,291,7,2026-08-20T09:00:00Z
2024-07-23,retargeting,154.77,7182,189,11,2026-08-20T09:00:00Z
2024-07-23,email,44.22,9348,246,18,2026-08-20T09:00:00Z
2024-07-24,paid_search,403.42,5170,235,10,2026-08-20T09:00:00Z
2024-07-24,paid_social,345.03,12122,319,8,2026-08-20T09:00:00Z
2024-07-24,retargeting,144.50,6688,176,10,2026-08-20T09:00:00Z
2024-07-24,email,43.41,9158,241,17,2026-08-20T09:00:00Z
2024-07-25,paid_search,408.45,5214,237,10,2026-08-20T09:00:00Z
2024-07-25,paid_social,309.19,10868,286,7,2026-08-20T09:00:00Z
2024-07-25,retargeting,159.13,7372,194,12,2026-08-20T09:00:00Z
2024-07-25,email,43.42,9158,241,17,2026-08-20T09:00:00Z
2024-07-26,paid_search,444.22,5676,258,12,2026-08-20T09:00:00Z
2024-07-26,paid_social,337.61,11894,313,8,2026-08-20T09:00:00Z
2024-07-26,retargeting,146.28,6764,178,11,2026-08-20T09:00:00Z
2024-07-26,email,45.50,9614,253,19,2026-08-20T09:00:00Z
2024-07-27,paid_search,404.41,5170,235,10,2026-08-20T09:00:00Z
2024-07-27,paid_social,310.88,10944,288,8,2026-08-20T09:00:00Z
2024-07-27,retargeting,151.64,7030,185,11,2026-08-20T09:00:00Z
2024-07-27,email,43.16,9120,240,18,2026-08-20T09:00:00Z
2024-07-28,paid_search,442.70,5654,257,11,2026-08-20T09:00:00Z
2024-07-28,paid_social,320.26,11286,297,8,2026-08-20T09:00:00Z
2024-07-28,retargeting,155.71,7220,190,11,2026-08-20T09:00:00Z
2024-07-28,email,42.99,9082,239,19,2026-08-20T09:00:00Z
2024-07-29,paid_search,412.75,5280,240,10,2026-08-20T09:00:00Z
2024-07-29,paid_social,339.66,11970,315,8,2026-08-20T09:00:00Z
2024-07-29,retargeting,148.35,6878,181,11,2026-08-20T09:00:00Z
2024-07-29,email,42.08,8892,234,18,2026-08-20T09:00:00Z
2024-07-30,paid_search,415.82,5324,242,11,2026-08-20T09:00:00Z
2024-07-30,paid_social,316.10,11134,293,8,2026-08-20T09:00:00Z
2024-07-30,retargeting,169.33,7866,207,13,2026-08-20T09:00:00Z
2024-07-30,email,42.37,8930,235,18,2026-08-20T09:00:00Z
2024-07-31,paid_search,448.63,5742,261,11,2026-08-20T09:00:00Z
2024-07-31,paid_social,344.73,12122,319,8,2026-08-20T09:00:00Z
2024-07-31,retargeting,155.34,7182,189,11,2026-08-20T09:00:00Z
2024-07-31,email,44.76,9462,249,19,2026-08-20T09:00:00Z
2024-08-01,paid_search,407.61,5214,237,10,2026-08-20T09:00:00Z
2024-08-01,paid_social,335.56,11818,311,8,2026-08-20T09:00:00Z
2024-08-01,retargeting,150.18,6954,183,11,2026-08-20T09:00:00Z
2024-08-01,email,40.49,8550,225,16,2026-08-20T09:00:00Z
2024-08-02,paid_search,443.86,5676,258,11,2026-08-20T09:00:00Z
2024-08-02,paid_social,345.13,12160,320,8,2026-08-20T09:00:00Z
2024-08-02,retargeting,153.30,7106,187,12,2026-08-20T09:00:00Z
2024-08-02,email,46.67,9842,259,20,2026-08-20T09:00:00Z
2024-08-03,paid_search,423.50,5412,246,11,2026-08-20T09:00:00Z
2024-08-03,paid_social,317.27,11172,294,8,2026-08-20T09:00:00Z
2024-08-03,retargeting,156.73,7258,191,12,2026-08-20T09:00:00Z
2024-08-03,email,44.90,9462,249,18,2026-08-20T09:00:00Z
2024-08-04,paid_search,421.00,5390,245,11,2026-08-20T09:00:00Z
2024-08-04,paid_social,334.02,11742,309,8,2026-08-20T09:00:00Z
2024-08-04,retargeting,160.55,7448,196,12,2026-08-20T09:00:00Z
2024-08-04,email,45.04,9500,250,19,2026-08-20T09:00:00Z
2024-08-05,paid_search,467.20,5984,272,12,2026-08-20T09:00:00Z
2024-08-05,paid_social,353.03,12426,327,9,2026-08-20T09:00:00Z
2024-08-05,retargeting,160.35,7448,196,12,2026-08-20T09:00:00Z
2024-08-05,email,43.99,9272,244,17,2026-08-20T09:00:00Z
2024-08-06,paid_search,459.53,5874,267,11,2026-08-20T09:00:00Z
2024-08-06,paid_social,332.85,11704,308,8,2026-08-20T09:00:00Z
2024-08-06,retargeting,169.15,7828,206,13,2026-08-20T09:00:00Z
2024-08-06,email,45.38,9576,252,18,2026-08-20T09:00:00Z
2024-08-07,paid_search,475.33,6072,276,12,2026-08-20T09:00:00Z
2024-08-07,paid_social,315.34,11096,292,8,2026-08-20T09:00:00Z
2024-08-07,retargeting,163.68,7600,200,13,2026-08-20T09:00:00Z
2024-08-07,email,47.33,9994,263,20,2026-08-20T09:00:00Z
2024-08-08,paid_search,462.94,5918,269,11,2026-08-20T09:00:00Z
2024-08-08,paid_social,334.79,11780,310,8,2026-08-20T09:00:00Z
2024-08-08,retargeting,166.82,7714,203,13,2026-08-20T09:00:00Z
2024-08-08,email,45.79,9652,254,19,2026-08-20T09:00:00Z
2024-08-09,paid_search,437.55,5588,254,11,2026-08-20T09:00:00Z
2024-08-09,paid_social,361.61,12730,335,9,2026-08-20T09:00:00Z
2024-08-09,retargeting,160.92,7448,196,12,2026-08-20T09:00:00Z
2024-08-09,email,44.46,9386,247,19,2026-08-20T09:00:00Z
2024-08-10,paid_search,468.83,6006,273,12,2026-08-20T09:00:00Z
2024-08-10,paid_social,363.32,12768,336,9,2026-08-20T09:00:00Z
2024-08-10,retargeting,161.90,7486,197,12,2026-08-20T09:00:00Z
2024-08-10,email,41.80,8816,232,17,2026-08-20T09:00:00Z
2024-08-11,paid_search,445.58,5698,259,12,2026-08-20T09:00:00Z
2024-08-11,paid_social,370.36,13034,343,9,2026-08-20T09:00:00Z
2024-08-11,retargeting,157.18,7296,192,12,2026-08-20T09:00:00Z
2024-08-11,email,44.25,9348,246,18,2026-08-20T09:00:00Z
2024-08-12,paid_search,479.05,6138,279,12,2026-08-20T09:00:00Z
2024-08-12,paid_social,362.21,12730,335,9,2026-08-20T09:00:00Z
2024-08-12,retargeting,167.49,7752,204,12,2026-08-20T09:00:00Z
2024-08-12,email,45.76,9652,254,19,2026-08-20T09:00:00Z
2024-08-13,paid_search,425.39,5434,247,11,2026-08-20T09:00:00Z
2024-08-13,paid_social,327.35,11514,303,8,2026-08-20T09:00:00Z
2024-08-13,retargeting,163.62,7600,200,12,2026-08-20T09:00:00Z
2024-08-13,email,43.26,9120,240,18,2026-08-20T09:00:00Z
2024-08-14,paid_search,512.26,6556,298,14,2026-08-20T09:00:00Z
2024-08-14,paid_social,372.69,13110,345,10,2026-08-20T09:00:00Z
2024-08-14,retargeting,177.20,8208,216,15,2026-08-20T09:00:00Z
2024-08-14,email,49.06,10374,273,22,2026-08-20T09:00:00Z
2024-08-15,paid_search,542.63,6930,315,15,2026-08-20T09:00:00Z
2024-08-15,paid_social,385.07,13566,357,10,2026-08-20T09:00:00Z
2024-08-15,retargeting,178.23,8246,217,15,2026-08-20T09:00:00Z
2024-08-15,email,49.62,10488,276,22,2026-08-20T09:00:00Z
2024-08-16,paid_search,561.37,7172,326,16,2026-08-20T09:00:00Z
2024-08-16,paid_social,431.18,15162,399,11,2026-08-20T09:00:00Z
2024-08-16,retargeting,192.93,8930,235,16,2026-08-20T09:00:00Z
2024-08-16,email,49.95,10526,277,24,2026-08-20T09:00:00Z
2024-08-17,paid_search,441.56,5654,257,11,2026-08-20T09:00:00Z
2024-08-17,paid_social,347.28,12236,322,9,2026-08-20T09:00:00Z
2024-08-17,retargeting,165.58,7676,202,13,2026-08-20T09:00:00Z
2024-08-17,email,45.14,9538,251,18,2026-08-20T09:00:00Z
2024-08-18,paid_search,472.81,6050,275,12,2026-08-20T09:00:00Z
2024-08-18,paid_social,358.90,12616,332,8,2026-08-20T09:00:00Z
2024-08-18,retargeting,157.41,7296,192,12,2026-08-20T09:00:00Z
2024-08-18,email,49.27,10412,274,20,2026-08-20T09:00:00Z
2024-08-19,paid_search,451.04,5764,262,11,2026-08-20T09:00:00Z
2024-08-19,paid_social,350.29,12312,324,8,2026-08-20T09:00:00Z
2024-08-19,retargeting,178.20,8246,217,13,2026-08-20T09:00:00Z
2024-08-19,email,47.31,9994,263,20,2026-08-20T09:00:00Z
2024-08-20,paid_search,485.08,6204,282,12,2026-08-20T09:00:00Z
2024-08-20,paid_social,370.94,13034,343,9,2026-08-20T09:00:00Z
2024-08-20,retargeting,156.55,7258,191,11,2026-08-20T09:00:00Z
2024-08-20,email,45.24,9538,251,18,2026-08-20T09:00:00Z
2024-08-21,paid_search,453.85,5808,264,11,2026-08-20T09:00:00Z
2024-08-21,paid_social,374.58,13186,347,9,2026-08-20T09:00:00Z
2024-08-21,retargeting,169.98,7866,207,12,2026-08-20T09:00:00Z
2024-08-21,email,43.12,9120,240,17,2026-08-20T09:00:00Z
2024-08-22,paid_search,473.78,6050,275,12,2026-08-20T09:00:00Z
2024-08-22,paid_social,330.77,11628,306,8,2026-08-20T09:00:00Z
2024-08-22,retargeting,176.71,8170,215,14,2026-08-20T09:00:00Z
2024-08-22,email,48.34,10222,269,20,2026-08-20T09:00:00Z
2024-08-23,paid_search,453.67,5808,264,11,2026-08-20T09:00:00Z
2024-08-23,paid_social,348.95,12274,323,8,2026-08-20T09:00:00Z
2024-08-23,retargeting,164.07,7600,200,12,2026-08-20T09:00:00Z
2024-08-23,email,46.25,9766,257,18,2026-08-20T09:00:00Z
2024-08-24,paid_search,478.20,6116,278,12,2026-08-20T09:00:00Z
2024-08-24,paid_social,360.81,12692,334,8,2026-08-20T09:00:00Z
2024-08-24,retargeting,165.75,7676,202,12,2026-08-20T09:00:00Z
2024-08-24,email,47.73,10070,265,21,2026-08-20T09:00:00Z
2024-08-25,paid_search,501.03,6402,291,13,2026-08-20T09:00:00Z
2024-08-25,paid_social,386.60,13604,358,10,2026-08-20T09:00:00Z
2024-08-25,retargeting,186.02,8626,227,15,2026-08-20T09:00:00Z
2024-08-25,email,43.97,9272,244,17,2026-08-20T09:00:00Z
2024-08-26,paid_search,466.55,5962,271,12,2026-08-20T09:00:00Z
2024-08-26,paid_social,349.73,12312,324,9,2026-08-20T09:00:00Z
2024-08-26,retargeting,176.90,8208,216,13,2026-08-20T09:00:00Z
2024-08-26,email,45.58,9614,253,19,2026-08-20T09:00:00Z
2024-08-27,paid_search,500.33,6402,291,12,2026-08-20T09:00:00Z
2024-08-27,paid_social,379.92,13376,352,10,2026-08-20T09:00:00Z
2024-08-27,retargeting,181.87,8436,222,14,2026-08-20T09:00:00Z
2024-08-27,email,49.96,10564,278,21,2026-08-20T09:00:00Z
2024-08-28,paid_search,465.16,5940,270,12,2026-08-20T09:00:00Z
2024-08-28,paid_social,346.02,12160,320,8,2026-08-20T09:00:00Z
2024-08-28,retargeting,173.13,8018,211,13,2026-08-20T09:00:00Z
2024-08-28,email,44.43,9386,247,19,2026-08-20T09:00:00Z
2024-08-29,paid_search,497.23,6358,289,12,2026-08-20T09:00:00Z
2024-08-29,paid_social,345.39,12160,320,9,2026-08-20T09:00:00Z
2024-08-29,retargeting,179.32,8322,219,13,2026-08-20T09:00:00Z
2024-08-29,email,50.75,10716,282,20,2026-08-20T09:00:00Z
2024-08-30,paid_search,472.99,6050,275,12,2026-08-20T09:00:00Z
2024-08-30,paid_social,366.70,12920,340,9,2026-08-20T09:00:00Z
2024-08-30,retargeting,174.80,8094,213,14,2026-08-20T09:00:00Z
2024-08-30,email,47.18,9956,262,20,2026-08-20T09:00:00Z
2024-08-31,paid_search,527.56,6754,307,13,2026-08-20T09:00:00Z
2024-08-31,paid_social,375.51,13224,348,9,2026-08-20T09:00:00Z
2024-08-31,retargeting,168.19,7790,205,13,2026-08-20T09:00:00Z
2024-08-31,email,50.76,10716,282,20,2026-08-20T09:00:00Z
2024-09-01,paid_search,504.80,6446,293,12,2026-08-20T09:00:00Z
2024-09-01,paid_social,369.34,12996,342,9,2026-08-20T09:00:00Z
2024-09-01,retargeting,187.34,8664,228,13,2026-08-20T09:00:00Z
2024-09-01,email,51.82,10944,288,22,2026-08-20T09:00:00Z
2024-09-02,paid_search,456.32,5830,265,11,2026-08-20T09:00:00Z
2024-09-02,paid_social,382.90,13490,355,9,2026-08-20T09:00:00Z
