activity_date,gross_revenue_usd,refunds_usd,net_revenue_usd,orders,units_sold,shipped_revenue_usd,units_shipped,ending_backlog_revenue_usd,stockout_rate,event_name,updated_at
2024-04-08,5718.81,222.70,5496.10,62,81,8606.79,122,0.00,0.0180,none,2026-08-20T09:00:00Z
2024-04-09,5945.58,227.86,5717.72,66,87,5717.72,84,0.00,0.0180,none,2026-08-20T09:00:00Z
2024-04-10,6026.61,253.63,5772.98,67,86,5772.98,84,0.00,0.0180,none,2026-08-20T09:00:00Z
2024-04-11,6211.08,273.80,5937.29,67,88,5937.29,84,0.00,0.0180,none,2026-08-20T09:00:00Z
2024-04-12,6533.39,218.53,6314.86,70,93,6314.86,88,0.00,0.0180,none,2026-08-20T09:00:00Z
2024-04-13,6678.81,228.32,6450.49,75,98,5323.82,78,1126.66,0.0180,none,2026-08-20T09:00:00Z
2024-04-14,6748.65,234.26,6514.39,74,96,4066.68,58,3574.38,0.0360,monthly_promotion,2026-08-20T09:00:00Z
2024-04-15,6398.94,241.23,6157.71,69,89,9732.09,137,0.00,0.0360,monthly_promotion,2026-08-20T09:00:00Z
2024-04-16,6598.74,227.43,6371.31,73,97,6371.31,92,0.00,0.0360,monthly_promotion,2026-08-20T09:00:00Z
2024-04-17,6061.69,231.82,5829.87,64,85,5829.87,81,0.00,0.0180,none,2026-08-20T09:00:00Z
2024-04-18,6190.49,238.52,5951.97,67,86,5951.97,84,0.00,0.0180,none,2026-08-20T09:00:00Z
2024-04-19,6707.20,271.89,6435.31,73,97,6435.31,92,0.00,0.0180,none,2026-08-20T09:00:00Z
2024-04-20,6614.51,231.44,6383.07,75,99,5334.91,79,1048.16,0.0180,none,2026-08-20T09:00:00Z
2024-04-21,5845.53,252.21,5593.32,66,87,4075.14,60,2566.34,0.0180,none,2026-08-20T09:00:00Z
2024-04-22,5317.99,245.99,5072.00,60,77,7638.34,113,0.00,0.0180,none,2026-08-20T09:00:00Z
2024-04-23,5798.66,237.51,5561.15,65,87,5561.15,81,0.00,0.0180,none,2026-08-20T09:00:00Z
2024-04-24,5996.44,261.08,5735.36,64,83,5735.36,80,0.00,0.0180,none,2026-08-20T09:00:00Z
2024-04-25,5942.82,243.21,5699.61,67,89,5699.61,84,0.00,0.0180,none,2026-08-20T09:00:00Z
2024-04-26,6587.64,219.79,6367.85,70,91,6367.85,89,0.00,0.0180,none,2026-08-20T09:00:00Z
2024-04-27,6726.27,215.53,6510.74,76,98,5346.00,79,1164.74,0.0180,none,2026-08-20T09:00:00Z
2024-04-28,6082.11,216.00,5866.11,66,85,4083.61,58,2947.24,0.0180,none,2026-08-20T09:00:00Z
2024-04-29,5320.21,235.90,5084.31,58,77,8031.55,114,0.00,0.0180,none,2026-08-20T09:00:00Z
2024-04-30,5656.13,214.29,5441.84,64,85,5441.84,80,0.00,0.0180,none,2026-08-20T09:00:00Z
2024-05-01,5977.96,266.87,5711.09,65,87,5711.09,81,0.00,0.0180,none,2026-08-20T09:00:00Z
2024-05-02,6110.28,268.30,5841.98,67,87,5841.98,83,0.00,0.0180,none,2026-08-20T09:00:00Z
2024-05-03,6130.47,219.85,5910.62,68,89,5910.62,86,0.00,0.0180,none,2026-08-20T09:00:00Z
2024-05-04,6389.70,194.34,6195.36,71,92,5357.09,78,838.27,0.0180,none,2026-08-20T09:00:00Z
2024-05-05,5817.85,207.85,5609.99,63,84,4092.08,58,2356.19,0.0180,none,2026-08-20T09:00:00Z
2024-05-06,5285.76,238.32,5047.44,58,75,7403.63,107,0.00,0.0180,none,2026-08-20T09:00:00Z
2024-05-07,5732.49,232.98,5499.51,64,85,5499.51,80,0.00,0.0180,none,2026-08-20T09:00:00Z
2024-05-08,5705.47,230.32,5475.15,61,78,5475.15,77,0.00,0.0180,none,2026-08-20T09:00:00Z
2024-05-09,5905.87,232.20,5673.66,65,87,5673.66,82,0.00,0.0180,none,2026-08-20T09:00:00Z
2024-05-10,6278.34,204.11,6074.24,70,92,6074.24,89,0.00,0.0180,none,2026-08-20T09:00:00Z
2024-05-11,6344.17,208.05,6136.12,72,95,5368.18,80,767.95,0.0180,none,2026-08-20T09:00:00Z
2024-05-12,5595.88,214.96,5380.92,62,83,4100.54,59,2048.32,0.0180,none,2026-08-20T09:00:00Z
2024-05-13,5294.94,208.90,5086.05,58,76,7134.37,103,0.00,0.0180,none,2026-08-20T09:00:00Z
2024-05-14,6368.39,227.16,6141.23,68,91,6141.23,86,0.00,0.0360,monthly_promotion,2026-08-20T09:00:00Z
2024-05-15,6429.82,247.88,6181.93,69,91,6181.93,87,0.00,0.0360,monthly_promotion,2026-08-20T09:00:00Z
2024-05-16,6591.14,256.17,6334.98,72,94,6334.98,91,0.00,0.0360,monthly_promotion,2026-08-20T09:00:00Z
2024-05-17,6343.73,210.01,6133.72,69,93,6133.72,87,0.00,0.0180,none,2026-08-20T09:00:00Z
2024-05-18,6597.88,189.96,6407.92,71,92,5379.26,76,1028.65,0.0180,none,2026-08-20T09:00:00Z
2024-05-19,5911.85,223.17,5688.68,67,90,4109.01,61,2608.33,0.0180,none,2026-08-20T09:00:00Z
2024-05-20,5307.20,229.52,5077.68,58,75,7686.01,110,0.00,0.0180,none,2026-08-20T09:00:00Z
2024-05-21,5379.37,267.67,5111.70,58,78,5111.70,72,0.00,0.0180,none,2026-08-20T09:00:00Z
2024-05-22,5682.64,245.23,5437.41,62,80,5437.41,78,0.00,0.0180,none,2026-08-20T09:00:00Z
2024-05-23,6027.08,234.45,5792.63,66,88,5792.63,83,0.00,0.0180,none,2026-08-20T09:00:00Z
2024-05-24,6312.02,210.20,6101.82,71,93,6101.82,90,0.00,0.0180,none,2026-08-20T09:00:00Z
2024-05-25,6503.12,215.58,6287.54,72,97,5390.35,78,897.19,0.0180,none,2026-08-20T09:00:00Z
2024-05-26,5884.61,219.54,5665.07,63,82,4117.48,57,2444.78,0.0180,none,2026-08-20T09:00:00Z
2024-05-27,5341.50,223.28,5118.22,58,77,7563.00,107,0.00,0.0180,none,2026-08-20T09:00:00Z
2024-05-28,5547.61,245.02,5302.58,61,81,5302.58,76,0.00,0.0180,none,2026-08-20T09:00:00Z
2024-05-29,5876.71,237.89,5638.82,65,87,5638.82,82,0.00,0.0180,none,2026-08-20T09:00:00Z
2024-05-30,5919.32,240.74,5678.58,63,82,5678.58,79,0.00,0.0180,none,2026-08-20T09:00:00Z
2024-05-31,6148.35,231.65,5916.70,69,89,5916.70,87,0.00,0.0180,none,2026-08-20T09:00:00Z
2024-06-01,6773.39,194.65,6578.74,72,92,5401.44,75,1177.30,0.0180,none,2026-08-20T09:00:00Z
2024-06-02,5796.45,194.45,5602.00,62,81,4125.95,58,2653.36,0.0180,none,2026-08-20T09:00:00Z
2024-06-03,5367.12,223.73,5143.39,60,80,7796.75,113,0.00,0.0180,none,2026-08-20T09:00:00Z
2024-06-04,5699.51,221.69,5477.82,63,82,5477.82,79,0.00,0.0180,none,2026-08-20T09:00:00Z
2024-06-05,5928.29,238.47,5689.81,63,81,5689.81,79,0.00,0.0180,none,2026-08-20T09:00:00Z
2024-06-06,6080.07,268.91,5811.16,65,84,5811.16,81,0.00,0.0180,none,2026-08-20T09:00:00Z
2024-06-07,6330.26,226.77,6103.49,70,93,6103.49,88,0.00,0.0180,none,2026-08-20T09:00:00Z
2024-06-08,6730.38,194.22,6536.16,72,94,5412.53,76,1123.64,0.0180,none,2026-08-20T09:00:00Z
2024-06-09,5749.27,205.04,5544.23,64,84,4134.41,61,2533.46,0.0180,none,2026-08-20T09:00:00Z
2024-06-10,5537.17,219.78,5317.40,60,78,7850.85,112,0.00,0.0180,none,2026-08-20T09:00:00Z
2024-06-11,5588.74,248.86,5339.89,63,82,5339.89,79,0.00,0.0180,none,2026-08-20T09:00:00Z
2024-06-12,5865.77,243.39,5622.38,65,87,5622.38,81,0.00,0.0180,none,2026-08-20T09:00:00Z
2024-06-13,6010.67,254.63,5756.03,64,84,5756.03,80,0.00,0.0180,none,2026-08-20T09:00:00Z
2024-06-14,7254.36,234.18,7020.18,82,110,7020.18,104,0.00,0.0360,monthly_promotion,2026-08-20T09:00:00Z
2024-06-15,7073.05,199.93,6873.12,79,103,5423.62,79,1449.51,0.0360,monthly_promotion,2026-08-20T09:00:00Z
2024-06-16,6536.29,216.29,6319.99,72,92,4142.88,60,3626.62,0.0360,monthly_promotion,2026-08-20T09:00:00Z
2024-06-17,5521.69,207.15,5314.55,62,80,8941.16,132,0.00,0.0180,none,2026-08-20T09:00:00Z
2024-06-18,5703.61,221.72,5481.89,63,83,5481.89,79,0.00,0.0180,none,2026-08-20T09:00:00Z
2024-06-19,6130.47,276.12,5854.35,69,92,5854.35,87,0.00,0.0180,none,2026-08-20T09:00:00Z
2024-06-20,6015.22,261.50,5753.72,67,86,5753.72,84,0.00,0.0180,none,2026-08-20T09:00:00Z
2024-06-21,6521.06,240.83,6280.23,73,98,6280.23,93,0.00,0.0180,none,2026-08-20T09:00:00Z
2024-06-22,6563.18,214.29,6348.89,70,90,5434.70,76,914.19,0.0180,none,2026-08-20T09:00:00Z
2024-06-23,5878.60,200.08,5678.52,65,87,4151.35,60,2441.36,0.0180,none,2026-08-20T09:00:00Z
2024-06-24,5356.43,236.56,5119.88,57,74,7561.24,105,0.00,0.0180,none,2026-08-20T09:00:00Z
2024-06-25,5648.92,228.48,5420.44,63,83,5420.44,79,0.00,0.0180,none,2026-08-20T09:00:00Z
2024-06-26,6015.34,243.53,5771.81,66,87,5771.81,82,0.00,0.0180,none,2026-08-20T09:00:00Z
2024-06-27,6217.74,238.57,5979.17,69,88,5979.17,87,0.00,0.0180,none,2026-08-20T09:00:00Z
2024-06-28,6480.01,231.30,6248.71,73,97,6248.71,92,0.00,0.0180,none,2026-08-20T09:00:00Z
2024-06-29,6732.53,196.44,6536.09,74,99,5445.79,79,1090.29,0.0180,none,2026-08-20T09:00:00Z
2024-06-30,6031.16,226.42,5804.74,66,87,4159.81,60,2735.22,0.0180,none,2026-08-20T09:00:00Z
2024-07-01,7013.14,237.84,6775.30,78,102,9510.52,139,0.00,0.0180,summer_event,2026-08-20T09:00:00Z
2024-07-02,6922.57,248.43,6674.14,76,98,6674.14,96,0.00,0.0180,summer_event,2026-08-20T09:00:00Z
2024-07-03,7068.86,239.51,6829.35,77,100,6829.35,98,0.00,0.0180,summer_event,2026-08-20T09:00:00Z
2024-07-04,7638.55,242.89,7395.66,81,106,7395.66,103,0.00,0.0180,summer_event,2026-08-20T09:00:00Z
2024-07-05,7944.10,228.19,7715.91,90,116,7715.91,114,0.00,0.0180,summer_event,2026-08-20T09:00:00Z
2024-07-06,6878.34,247.94,6630.40,76,102,5456.88,79,1173.52,0.0180,none,2026-08-20T09:00:00Z
2024-07-07,6190.66,279.54,5911.11,68,88,4168.28,60,2916.35,0.0180,none,2026-08-20T09:00:00Z
2024-07-08,5620.96,287.55,5333.41,63,82,8249.77,121,0.00,0.0180,none,2026-08-20T09:00:00Z
2024-07-09,5864.36,294.14,5570.22,63,81,5570.22,78,0.00,0.0180,none,2026-08-20T09:00:00Z
2024-07-10,6215.13,316.85,5898.28,66,85,5898.28,83,0.00,0.0180,none,2026-08-20T09:00:00Z
2024-07-11,6317.09,275.69,6041.40,67,89,6041.40,84,0.00,0.0180,none,2026-08-20T09:00:00Z
2024-07-12,6789.35,236.23,6553.12,74,96,6553.12,94,0.00,0.0180,none,2026-08-20T09:00:00Z
2024-07-13,7183.15,200.68,6982.47,76,99,5467.97,76,1514.50,0.0180,none,2026-08-20T09:00:00Z
2024-07-14,6924.68,222.92,6701.76,78,102,4176.75,61,4039.51,0.0360,monthly_promotion,2026-08-20T09:00:00Z
2024-07-15,6553.65,247.60,6306.05,73,94,10345.56,152,0.00,0.0360,monthly_promotion,2026-08-20T09:00:00Z
2024-07-16,6864.21,241.83,6622.38,75,98,6622.38,95,0.00,0.0360,monthly_promotion,2026-08-20T09:00:00Z
2024-07-17,6525.01,259.31,6265.70,73,95,6265.70,91,0.00,0.0180,none,2026-08-20T09:00:00Z
2024-07-18,6548.18,271.04,6277.14,71,92,6277.14,90,0.00,0.0180,none,2026-08-20T09:00:00Z
2024-07-19,7092.11,249.42,6842.70,77,99,6842.70,97,0.00,0.0180,none,2026-08-20T09:00:00Z
2024-07-20,7042.29,235.21,6807.08,79,101,5479.06,80,1328.02,0.0180,none,2026-08-20T09:00:00Z
2024-07-21,6470.66,248.33,6222.33,72,94,4185.22,61,3365.14,0.0180,none,2026-08-20T09:00:00Z
2024-07-22,5946.96,234.00,5712.96,66,86,9078.10,133,0.00,0.0180,none,2026-08-20T09:00:00Z
2024-07-23,6143.74,247.24,5896.50,65,84,5896.50,82,0.00,0.0180,none,2026-08-20T09:00:00Z
2024-07-24,6336.32,266.79,6069.53,69,91,6069.53,86,0.00,0.0180,none,2026-08-20T09:00:00Z
2024-07-25,6614.20,253.23,6360.97,71,91,6360.97,90,0.00,0.0180,none,2026-08-20T09:00:00Z
2024-07-26,7224.26,250.18,6974.08,77,100,6974.08,98,0.00,0.0180,none,2026-08-20T09:00:00Z
2024-07-27,7287.01,220.66,7066.35,81,108,5490.14,80,1576.21,0.0180,none,2026-08-20T09:00:00Z
2024-07-28,6354.35,232.67,6121.68,68,91,4193.68,59,3504.20,0.0180,none,2026-08-20T09:00:00Z
2024-07-29,5947.42,234.03,5713.39,66,88,9217.60,133,0.00,0.0180,none,2026-08-20T09:00:00Z
2024-07-30,6495.27,245.48,6249.79,72,94,6249.79,90,0.00,0.0180,none,2026-08-20T09:00:00Z
2024-07-31,6881.98,266.85,6615.13,77,102,6615.13,97,0.00,0.0180,none,2026-08-20T09:00:00Z
2024-08-01,6897.81,290.22,6607.59,75,100,6607.59,94,0.00,0.0180,none,2026-08-20T09:00:00Z
2024-08-02,7119.54,242.74,6876.80,78,102,6876.80,99,0.00,0.0180,none,2026-08-20T09:00:00Z
2024-08-03,7434.32,212.15,7222.17,82,105,5501.23,79,1720.94,0.0180,none,2026-08-20T09:00:00Z
2024-08-04,6675.57,230.95,6444.61,71,92,4202.15,59,3963.40,0.0180,none,2026-08-20T09:00:00Z
2024-08-05,6278.75,249.42,6029.32,71,94,9992.72,149,0.00,0.0180,none,2026-08-20T09:00:00Z
2024-08-06,6289.80,277.40,6012.40,67,89,6012.40,84,0.00,0.0180,none,2026-08-20T09:00:00Z
2024-08-07,6673.66,272.11,6401.55,74,97,6401.55,93,0.00,0.0180,none,2026-08-20T09:00:00Z
2024-08-08,7128.63,289.46,6839.16,76,101,6839.16,96,0.00,0.0180,none,2026-08-20T09:00:00Z
2024-08-09,7225.87,233.62,6992.25,81,107,6992.25,103,0.00,0.0180,none,2026-08-20T09:00:00Z
2024-08-10,7840.11,254.73,7585.38,87,117,5512.32,80,2073.06,0.0180,none,2026-08-20T09:00:00Z
2024-08-11,6936.13,238.15,6697.98,78,103,4210.62,62,4560.42,0.0180,none,2026-08-20T09:00:00Z
2024-08-12,6446.60,238.03,6208.56,69,92,10768.99,152,0.00,0.0180,none,2026-08-20T09:00:00Z
2024-08-13,6575.13,290.12,6285.00,70,90,6285.00,88,0.00,0.0180,none,2026-08-20T09:00:00Z
2024-08-14,7533.59,253.35,7280.24,80,107,7280.24,101,0.00,0.0360,monthly_promotion,2026-08-20T09:00:00Z
2024-08-15,8274.51,306.24,7968.27,91,119,7968.27,114,0.00,0.0360,monthly_promotion,2026-08-20T09:00:00Z
2024-08-16,8756.96,248.86,8508.10,94,125,8508.10,120,0.00,0.0360,monthly_promotion,2026-08-20T09:00:00Z
2024-08-17,7707.82,249.62,7458.20,84,112,5523.41,78,1934.79,0.0180,none,2026-08-20T09:00:00Z
2024-08-18,7050.39,253.39,6797.00,75,99,4219.08,59,4512.70,0.0180,none,2026-08-20T09:00:00Z
2024-08-19,6646.34,298.27,6348.07,74,98,10852.19,158,8.59,0.0180,none,2026-08-20T09:00:00Z
2024-08-20,6660.03,318.98,6341.05,71,93,6349.64,89,0.00,0.0180,none,2026-08-20T09:00:00Z
2024-08-21,7207.70,346.96,6860.74,81,106,6860.74,101,0.00,0.0180,none,2026-08-20T09:00:00Z
2024-08-22,7509.33,303.59,7205.74,81,104,7205.74,102,0.00,0.0180,none,2026-08-20T09:00:00Z
2024-08-23,7837.52,259.99,7577.53,87,112,7577.53,110,0.00,0.0180,none,2026-08-20T09:00:00Z
2024-08-24,7895.84,238.42,7657.41,88,116,5534.50,81,2122.91,0.0180,none,2026-08-20T09:00:00Z
2024-08-25,7283.65,247.01,7036.64,81,105,4227.55,61,4932.00,0.0180,none,2026-08-20T09:00:00Z
2024-08-26,6473.22,293.33,6179.89,74,96,10873.96,162,237.93,0.0180,none,2026-08-20T09:00:00Z
2024-08-27,6951.83,277.77,6674.06,79,103,6911.99,103,0.00,0.0180,none,2026-08-20T09:00:00Z
2024-08-28,7159.94,302.90,6857.05,80,104,6857.05,101,0.00,0.0180,none,2026-08-20T09:00:00Z
2024-08-29,7531.96,302.49,7229.48,82,108,7229.48,103,0.00,0.0180,none,2026-08-20T09:00:00Z
2024-08-30,7988.60,274.12,7714.47,87,114,7714.47,110,0.00,0.0180,none,2026-08-20T09:00:00Z
2024-08-31,8375.00,257.78,8117.22,93,121,5545.58,81,2571.64,0.0180,none,2026-08-20T09:00:00Z
2024-09-01,7528.60,263.91,7264.69,83,110,4236.02,62,5600.31,0.0180,none,2026-08-20T09:00:00Z
2024-09-02,6793.27,268.31,6524.97,74,99,10895.73,155,1229.54,0.0180,none,2026-08-20T09:00:00Z
2024-09-03,7201.89,263.72,6938.18,80,106,8167.72,119,0.00,0.0180,none,2026-08-20T09:00:00Z
2024-09-04,7410.73,292.54,7118.19,80,104,7118.19,101,0.00,0.0180,none,2026-08-20T09:00:00Z
2024-09-05,7581.80,296.07,7285.73,86,112,7285.73,108,0.00,0.0180,none,2026-08-20T09:00:00Z
2024-09-06,8104.36,274.54,7829.82,89,115,7829.82,112,0.00,0.0180,none,2026-08-20T09:00:00Z
2024-09-07,8470.97,243.86,8227.10,92,121,5556.67,79,2670.43,0.0180,none,2026-08-20T09:00:00Z
2024-09-08,7342.45,272.12,7070.33,79,106,4244.49,60,5496.28,0.0180,none,2026-08-20T09:00:00Z
2024-09-09,6826.42,281.70,6544.72,77,99,10917.50,162,1123.49,0.0180,none,2026-08-20T09:00:00Z
2024-09-10,7234.76,296.69,6938.06,81,104,8061.56,119,0.00,0.0180,none,2026-08-20T09:00:00Z
2024-09-11,7811.56,324.01,7487.56,86,111,7487.56,108,0.00,0.0180,none,2026-08-20T09:00:00Z
2024-09-12,7697.39,302.10,7395.28,84,111,7395.28,106,0.00,0.0180,none,2026-08-20T09:00:00Z
2024-09-13,8467.28,295.09,8172.19,95,123,8172.19,120,0.00,0.0180,none,2026-08-20T09:00:00Z
2024-09-14,9519.97,250.74,9269.23,103,132,5567.76,79,3701.47,0.0360,monthly_promotion,2026-08-20T09:00:00Z
2024-09-15,8390.85,262.99,8127.87,91,121,4252.95,60,7576.39,0.0360,monthly_promotion,2026-08-20T09:00:00Z
2024-09-16,8073.85,279.80,7794.06,89,118,10939.28,158,4431.17,0.0360,monthly_promotion,2026-08-20T09:00:00Z
2024-09-17,7352.19,313.55,7038.65,81,107,10942.39,157,527.42,0.0180,none,2026-08-20T09:00:00Z
2024-09-18,8020.14,308.33,7711.80,86,111,8239.23,116,0.00,0.0180,none,2026-08-20T09:00:00Z
2024-09-19,8241.33,371.27,7870.06,94,124,7870.06,117,0.00,0.0180,none,2026-08-20T09:00:00Z
2024-09-20,8837.05,294.04,8543.01,96,125,8543.01,122,0.00,0.0180,none,2026-08-20T09:00:00Z
2024-09-21,8837.74,287.41,8550.33,96,125,5578.85,80,2971.48,0.0180,none,2026-08-20T09:00:00Z
2024-09-22,7934.73,259.70,7675.03,87,116,4261.42,62,6385.09,0.0180,none,2026-08-20T09:00:00Z
2024-09-23,7132.76,311.37,6821.40,78,100,10961.05,156,2245.44,0.0180,none,2026-08-20T09:00:00Z
2024-09-24,7773.67,323.34,7450.34,88,115,9695.78,144,0.00,0.0180,none,2026-08-20T09:00:00Z
2024-09-25,7898.52,353.59,7544.93,86,112,7544.93,107,0.00,0.0180,none,2026-08-20T09:00:00Z
2024-09-26,8239.80,328.28,7911.52,93,125,7911.52,117,0.00,0.0180,none,2026-08-20T09:00:00Z
2024-09-27,8883.14,292.77,8590.37,100,131,8590.37,127,0.00,0.0180,none,2026-08-20T09:00:00Z
2024-09-28,9048.50,275.71,8772.79,100,134,5589.94,81,3182.85,0.0180,none,2026-08-20T09:00:00Z
2024-09-29,8026.68,279.85,7746.83,86,112,4269.89,60,6659.79,0.0180,none,2026-08-20T09:00:00Z
2024-09-30,7560.16,323.61,7236.55,86,111,10982.82,164,2913.51,0.0180,none,2026-08-20T09:00:00Z
2024-10-01,7582.34,289.84,7292.50,81,107,10206.01,144,0.00,0.0180,none,2026-08-20T09:00:00Z
2024-10-02,8172.71,316.77,7855.94,89,115,7855.94,112,0.00,0.0180,none,2026-08-20T09:00:00Z
2024-10-03,8492.44,337.09,8155.35,93,123,8155.35,117,0.00,0.0180,none,2026-08-20T09:00:00Z
2024-10-04,8699.89,306.48,8393.41,99,131,8393.41,125,0.00,0.0180,none,2026-08-20T09:00:00Z
2024-10-05,9219.40,271.79,8947.62,104,136,5601.02,83,3346.59,0.0180,none,2026-08-20T09:00:00Z
2024-10-06,8228.37,284.10,7944.27,88,117,4278.36,60,7012.51,0.0180,none,2026-08-20T09:00:00Z
2024-10-07,7814.49,329.20,7485.29,86,115,11004.60,158,3493.21,0.0180,none,2026-08-20T09:00:00Z
2024-10-08,7741.91,308.45,7433.46,85,111,10926.66,157,0.00,0.0180,none,2026-08-20T09:00:00Z
2024-10-09,8392.57,326.57,8066.00,89,118,8066.00,112,0.00,0.0180,none,2026-08-20T09:00:00Z
2024-10-10,8234.60,344.26,7890.34,90,119,7890.34,113,0.00,0.0180,none,2026-08-20T09:00:00Z
2024-10-11,8773.01,320.38,8452.63,95,123,8452.63,120,0.00,0.0180,none,2026-08-20T09:00:00Z
2024-10-12,9149.07,312.44,8836.63,102,132,5612.11,82,3224.52,0.0180,none,2026-08-20T09:00:00Z
2024-10-13,8033.11,296.31,7736.79,89,114,4286.82,62,6674.49,0.0180,none,2026-08-20T09:00:00Z
2024-10-14,8637.94,339.32,8298.62,92,120,11026.37,154,3946.74,0.0360,monthly_promotion,2026-08-20T09:00:00Z
2024-10-15,8853.67,328.57,8525.10,100,131,11029.48,164,1442.36,0.0360,monthly_promotion,2026-08-20T09:00:00Z
2024-10-16,9314.77,353.18,8961.59,106,138,10403.95,155,0.00,0.0360,monthly_promotion,2026-08-20T09:00:00Z
2024-10-17,8562.25,353.74,8208.51,91,117,8208.51,115,0.00,0.0180,none,2026-08-20T09:00:00Z
2024-10-18,8969.45,286.58,8682.87,100,133,8682.87,127,0.00,0.0180,none,2026-08-20T09:00:00Z
2024-10-19,9518.95,315.82,9203.13,106,136,5623.20,82,3579.93,0.0180,none,2026-08-20T09:00:00Z
2024-10-20,8224.85,309.66,7915.19,90,120,4295.29,61,7199.83,0.0180,none,2026-08-20T09:00:00Z
2024-10-21,7834.24,356.19,7478.05,84,109,11048.14,156,3629.74,0.0180,none,2026-08-20T09:00:00Z
2024-10-22,8231.96,338.52,7893.45,93,124,11051.25,163,471.93,0.0180,none,2026-08-20T09:00:00Z
2024-10-23,8538.55,354.07,8184.48,97,125,8656.42,128,0.00,0.0180,none,2026-08-20T09:00:00Z
2024-10-24,8787.85,342.31,8445.54,94,124,8445.54,119,0.00,0.0180,none,2026-08-20T09:00:00Z
2024-10-25,9407.86,294.18,9113.68,101,133,9113.68,128,0.00,0.0180,none,2026-08-20T09:00:00Z
2024-10-26,9706.15,311.86,9394.29,104,133,5634.29,79,3760.00,0.0180,none,2026-08-20T09:00:00Z
2024-10-27,8317.59,307.34,8010.24,92,123,4303.76,63,7466.48,0.0180,none,2026-08-20T09:00:00Z
2024-10-28,7842.92,334.90,7508.02,88,114,11069.91,163,3904.58,0.0180,none,2026-08-20T09:00:00Z
2024-10-29,8228.23,332.06,7896.17,90,119,11073.02,159,727.73,0.0180,none,2026-08-20T09:00:00Z
2024-10-30,8487.66,373.35,8114.31,96,125,8842.04,131,0.00,0.0180,none,2026-08-20T09:00:00Z
2024-10-31,8593.55,379.58,8213.97,97,130,8213.97,121,0.00,0.0180,none,2026-08-20T09:00:00Z
2024-11-01,9297.66,330.61,8967.05,105,138,8967.05,133,0.00,0.0180,none,2026-08-20T09:00:00Z
2024-11-02,9432.98,309.02,9123.96,102,133,5645.38,80,3478.59,0.0180,none,2026-08-20T09:00:00Z
2024-11-03,8545.71,300.43,8245.27,97,128,4312.22,64,7411.64,0.0180,none,2026-08-20T09:00:00Z
2024-11-04,7991.79,322.98,7668.81,85,114,11091.69,155,3988.77,0.0180,none,2026-08-20T09:00:00Z
2024-11-05,8297.26,343.24,7954.02,94,125,11094.80,164,847.99,0.0180,none,2026-08-20T09:00:00Z
2024-11-06,8709.37,360.74,8348.63,94,125,9196.62,129,0.00,0.0180,none,2026-08-20T09:00:00Z
2024-11-07,8759.03,360.15,8398.88,99,132,8398.88,125,0.00,0.0180,none,2026-08-20T09:00:00Z
2024-11-08,9498.47,315.57,9182.90,107,140,9182.90,136,0.00,0.0180,none,2026-08-20T09:00:00Z
2024-11-09,9806.00,280.72,9525.27,105,141,5656.46,79,3868.81,0.0180,none,2026-08-20T09:00:00Z
2024-11-10,8553.53,320.83,8232.70,92,120,4320.69,61,7780.82,0.0180,none,2026-08-20T09:00:00Z
2024-11-11,8020.63,333.94,7686.69,87,114,11113.46,158,4354.05,0.0180,none,2026-08-20T09:00:00Z
2024-11-12,8423.16,337.67,8085.49,92,122,11116.57,160,1322.97,0.0180,none,2026-08-20T09:00:00Z
2024-11-13,8865.72,382.67,8483.06,96,125,9806.03,139,0.00,0.0180,none,2026-08-20T09:00:00Z
2024-11-14,9949.32,371.03,9578.29,107,140,9578.29,135,0.00,0.0360,monthly_promotion,2026-08-20T09:00:00Z
2024-11-15,10403.13,301.35,10101.78,118,156,10095.72,150,6.05,0.0360,monthly_promotion,2026-08-20T09:00:00Z
2024-11-16,10673.54,307.77,10365.77,115,147,5667.55,80,4704.27,0.0360,monthly_promotion,2026-08-20T09:00:00Z
2024-11-17,8514.94,303.47,8211.47,93,122,4329.16,62,8586.58,0.0180,none,2026-08-20T09:00:00Z
2024-11-18,7877.03,337.65,7539.38,88,116,11135.23,163,4990.73,0.0180,none,2026-08-20T09:00:00Z
2024-11-19,8466.37,382.29,8084.08,93,121,11138.34,160,1936.46,0.0180,none,2026-08-20T09:00:00Z
2024-11-20,11716.84,514.33,11202.51,132,171,9841.62,145,3297.36,0.0730,holiday_peak,2026-08-20T09:00:00Z
2024-11-21,12249.81,484.79,11765.02,139,185,9658.62,143,5403.76,0.0730,holiday_peak,2026-08-20T09:00:00Z
2024-11-22,12972.55,402.07,12570.48,146,193,9103.93,134,8870.31,0.0730,holiday_peak,2026-08-20T09:00:00Z
2024-11-23,13070.12,379.95,12690.17,146,189,5110.78,75,16449.71,0.0730,holiday_peak,2026-08-20T09:00:00Z
2024-11-24,12082.52,398.08,11684.43,133,177,3903.86,56,24230.28,0.0730,holiday_peak,2026-08-20T09:00:00Z
2024-11-25,10976.79,569.84,10406.95,119,159,10041.30,143,24595.92,0.0730,holiday_peak,2026-08-20T09:00:00Z
2024-11-26,11613.26,598.42,11014.84,132,175,10044.10,149,25566.65,0.0730,holiday_peak,2026-08-20T09:00:00Z
2024-11-27,11859.37,594.77,11264.60,127,166,9860.85,138,26970.40,0.0730,holiday_peak,2026-08-20T09:00:00Z
