scenario_id,scenario_label,forecast_date,horizon_day,target,baseline_model,scenario_method,forecast,lower_bound,upper_bound,delta_vs_base_usd,planned_marketing_spend_usd,planned_affiliate_revenue_usd,planned_stockout_rate,planned_event,fulfillment_capacity_multiplier
downside,Downside,2026-11-16,88,net_revenue_usd,driver_regression,champion_baseline_plus_driver_delta,8721.56,8414.51,9028.61,-817.98,1398.28,1824.40,0.0180,monthly_promotion,0.95
downside,Downside,2026-11-16,88,shipped_revenue_usd,seasonal_naive,champion_baseline_plus_driver_delta,11086.12,9776.33,12395.91,-1181.3,1398.28,1824.40,0.0180,monthly_promotion,0.95
downside,Downside,2026-11-17,89,net_revenue_usd,driver_regression,champion_baseline_plus_driver_delta,8764.96,8457.47,9072.46,-781.37,1331.59,1799.30,0.0180,none,0.95
downside,Downside,2026-11-17,89,shipped_revenue_usd,seasonal_naive,champion_baseline_plus_driver_delta,11162.03,9850.34,12473.72,-1108.5,1331.59,1799.30,0.0180,none,0.95
downside,Downside,2026-11-18,90,net_revenue_usd,driver_regression,champion_baseline_plus_driver_delta,9528.72,9220.78,9836.65,-844.95,1428.37,1974.79,0.0180,none,0.95
downside,Downside,2026-11-18,90,shipped_revenue_usd,seasonal_naive,champion_baseline_plus_driver_delta,10906.9,9593.31,12220.49,-1139.45,1428.37,1974.79,0.0180,none,0.95
downside,Downside,2026-11-19,91,net_revenue_usd,driver_regression,champion_baseline_plus_driver_delta,12522.0,12213.62,12830.39,-1127.96,2000.80,2398.58,0.0730,none,0.95
downside,Downside,2026-11-19,91,shipped_revenue_usd,seasonal_naive,champion_baseline_plus_driver_delta,9406.19,8090.7,10721.68,-1233.66,2000.80,2398.58,0.0730,none,0.95
upside,Upside,2026-08-21,1,net_revenue_usd,driver_regression,champion_baseline_plus_driver_delta,9885.13,9619.72,10150.55,764.13,1472.22,2043.64,0.0180,none,1.12
upside,Upside,2026-08-21,1,shipped_revenue_usd,seasonal_naive,champion_baseline_plus_driver_delta,9027.25,7895.06,10159.44,609.55,1472.22,2043.64,0.0180,none,1.12
upside,Upside,2026-08-22,2,net_revenue_usd,driver_regression,champion_baseline_plus_driver_delta,9655.85,9389.92,9921.78,705.26,1374.96,1883.88,0.0180,none,1.12
upside,Upside,2026-08-22,2,shipped_revenue_usd,seasonal_naive,champion_baseline_plus_driver_delta,6936.41,5802.02,8070.8,825.34,1374.96,1883.88,0.0180,none,1.12
upside,Upside,2026-08-23,3,net_revenue_usd,driver_regression,champion_baseline_plus_driver_delta,9104.99,8838.54,9371.43,749.35,1404.91,2146.81,0.0180,none,1.12
upside,Upside,2026-08-23,3,shipped_revenue_usd,seasonal_naive,champion_baseline_plus_driver_delta,5631.7,4495.12,6768.28,963.85,1404.91,2146.81,0.0180,none,1.12
upside,Upside,2026-08-24,4,net_revenue_usd,driver_regression,champion_baseline_plus_driver_delta,8458.5,8191.54,8725.46,740.94,1428.68,2008.20,0.0180,none,1.12
upside,Upside,2026-08-24,4,shipped_revenue_usd,seasonal_naive,champion_baseline_plus_driver_delta,12376.21,11237.43,13514.99,478.96,1428.68,2008.20,0.0180,none,1.12
upside,Upside,2026-08-25,5,net_revenue_usd,driver_regression,champion_baseline_plus_driver_delta,8961.97,8694.5,9229.44,756.06,1490.23,1974.49,0.0180,none,1.12
upside,Upside,2026-08-25,5,shipped_revenue_usd,seasonal_naive,champion_baseline_plus_driver_delta,8031.03,6890.07,9171.99,611.93,1490.23,1974.49,0.0180,none,1.12
upside,Upside,2026-08-26,6,net_revenue_usd,driver_regression,champion_baseline_plus_driver_delta,9238.17,8970.18,9506.15,758.44,1477.44,1998.98,0.0180,none,1.12
upside,Upside,2026-08-26,6,shipped_revenue_usd,seasonal_naive,champion_baseline_plus_driver_delta,8279.72,7136.58,9422.86,618.12,1477.44,1998.98,0.0180,none,1.12
upside,Upside,2026-08-27,7,net_revenue_usd,driver_regression,champion_baseline_plus_driver_delta,9447.88,9179.39,9716.37,762.83,1437.40,2172.57,0.0180,none,1.12
upside,Upside,2026-08-27,7,shipped_revenue_usd,seasonal_naive,champion_baseline_plus_driver_delta,8588.35,7443.03,9733.67,615.61,1437.40,2172.57,0.0180,none,1.12
upside,Upside,2026-08-28,8,net_revenue_usd,driver_regression,champion_baseline_plus_driver_delta,9994.59,9725.58,10263.59,766.46,1498.51,2012.66,0.0180,none,1.12
upside,Upside,2026-08-28,8,shipped_revenue_usd,seasonal_naive,champion_baseline_plus_driver_delta,8977.85,7830.35,10125.35,630.84,1498.51,2012.66,0.0180,none,1.12
upside,Upside,2026-08-29,9,net_revenue_usd,driver_regression,champion_baseline_plus_driver_delta,9947.01,9677.5,10216.52,730.96,1436.45,1925.67,0.0180,none,1.12
upside,Upside,2026-08-29,9,shipped_revenue_usd,seasonal_naive,champion_baseline_plus_driver_delta,6994.49,5844.82,8144.16,872.33,1436.45,1925.67,0.0180,none,1.12
upside,Upside,2026-08-30,10,net_revenue_usd,driver_regression,champion_baseline_plus_driver_delta,9276.83,9006.81,9546.85,758.54,1473.51,2039.23,0.0180,none,1.12
upside,Upside,2026-08-30,10,shipped_revenue_usd,seasonal_naive,champion_baseline_plus_driver_delta,5659.13,4507.3,6810.96,982.82,1473.51,2039.23,0.0180,none,1.12
upside,Upside,2026-08-31,11,net_revenue_usd,driver_regression,champion_baseline_plus_driver_delta,8715.32,8444.79,8985.85,765.55,1455.23,2131.31,0.0180,none,1.12
upside,Upside,2026-08-31,11,shipped_revenue_usd,seasonal_naive,champion_baseline_plus_driver_delta,12525.63,11371.64,13679.62,497.71,1455.23,2131.31,0.0180,none,1.12
upside,Upside,2026-09-01,12,net_revenue_usd,driver_regression,champion_baseline_plus_driver_delta,9124.24,8853.21,9395.27,771.41,1469.31,2157.74,0.0180,none,1.12
upside,Upside,2026-09-01,12,shipped_revenue_usd,seasonal_naive,champion_baseline_plus_driver_delta,9104.44,7948.29,10260.59,504.72,1469.31,2157.74,0.0180,none,1.12
upside,Upside,2026-09-02,13,net_revenue_usd,driver_regression,champion_baseline_plus_driver_delta,9231.55,8960.01,9503.09,753.29,1440.19,2059.57,0.0180,none,1.12
upside,Upside,2026-09-02,13,shipped_revenue_usd,seasonal_naive,champion_baseline_plus_driver_delta,8382.73,7224.42,9541.04,603.59,1440.19,2059.57,0.0180,none,1.12
upside,Upside,2026-09-03,14,net_revenue_usd,driver_regression,champion_baseline_plus_driver_delta,9291.55,9019.51,9563.59,733.79,1454.13,1894.37,0.0180,none,1.12
upside,Upside,2026-09-03,14,shipped_revenue_usd,seasonal_naive,champion_baseline_plus_driver_delta,8541.17,7380.71,9701.63,571.91,1454.13,1894.37,0.0180,none,1.12
upside,Upside,2026-09-04,15,net_revenue_usd,driver_regression,champion_baseline_plus_driver_delta,10117.3,9844.76,10389.84,779.49,1447.74,2254.83,0.0180,none,1.12
upside,Upside,2026-09-04,15,shipped_revenue_usd,seasonal_naive,champion_baseline_plus_driver_delta,9121.18,7958.58,10283.78,646.87,1447.74,2254.83,0.0180,none,1.12
upside,Upside,2026-09-05,16,net_revenue_usd,driver_regression,champion_baseline_plus_driver_delta,10242.84,9969.8,10515.89,766.35,1474.73,2050.70,0.0180,none,1.12
upside,Upside,2026-09-05,16,shipped_revenue_usd,seasonal_naive,champion_baseline_plus_driver_delta,7061.17,5896.43,8225.91,927.92,1474.73,2050.70,0.0180,none,1.12
upside,Upside,2026-09-06,17,net_revenue_usd,driver_regression,champion_baseline_plus_driver_delta,9636.11,9362.56,9909.66,801.05,1502.07,2263.76,0.0180,none,1.12
upside,Upside,2026-09-06,17,shipped_revenue_usd,seasonal_naive,champion_baseline_plus_driver_delta,5738.72,4571.84,6905.6,1053.94,1502.07,2263.76,0.0180,none,1.12
upside,Upside,2026-09-07,18,net_revenue_usd,driver_regression,champion_baseline_plus_driver_delta,8822.1,8548.05,9096.14,771.95,1467.31,2145.82,0.0180,none,1.12
upside,Upside,2026-09-07,18,shipped_revenue_usd,seasonal_naive,champion_baseline_plus_driver_delta,12551.39,11382.37,13720.41,501.7,1467.31,2145.82,0.0180,none,1.12
upside,Upside,2026-09-08,19,net_revenue_usd,driver_regression,champion_baseline_plus_driver_delta,9467.37,9192.82,9741.92,812.68,1483.94,2412.37,0.0180,none,1.12
upside,Upside,2026-09-08,19,shipped_revenue_usd,seasonal_naive,champion_baseline_plus_driver_delta,9896.65,8725.5,11067.8,535.89,1483.94,2412.37,0.0180,none,1.12
upside,Upside,2026-09-09,20,net_revenue_usd,driver_regression,champion_baseline_plus_driver_delta,9592.08,9317.03,9867.12,786.22,1505.92,2160.91,0.0180,none,1.12
upside,Upside,2026-09-09,20,shipped_revenue_usd,seasonal_naive,champion_baseline_plus_driver_delta,8812.49,7639.22,9985.76,616.05,1505.92,2160.91,0.0180,none,1.12
upside,Upside,2026-09-10,21,net_revenue_usd,driver_regression,champion_baseline_plus_driver_delta,9689.44,9413.9,9964.99,778.29,1513.58,2056.28,0.0180,none,1.12
upside,Upside,2026-09-10,21,shipped_revenue_usd,seasonal_naive,champion_baseline_plus_driver_delta,8765.63,7590.23,9941.03,626.4,1513.58,2056.28,0.0180,none,1.12
upside,Upside,2026-09-11,22,net_revenue_usd,driver_regression,champion_baseline_plus_driver_delta,10265.84,9989.8,10541.88,790.57,1473.68,2267.33,0.0180,none,1.12
upside,Upside,2026-09-11,22,shipped_revenue_usd,seasonal_naive,champion_baseline_plus_driver_delta,9655.59,8478.08,10833.1,600.53,1473.68,2267.33,0.0180,none,1.12
upside,Upside,2026-09-12,23,net_revenue_usd,driver_regression,champion_baseline_plus_driver_delta,10682.6,10406.07,10959.14,808.07,1529.08,2274.16,0.0180,none,1.12
upside,Upside,2026-09-12,23,shipped_revenue_usd,seasonal_naive,champion_baseline_plus_driver_delta,7152.32,5972.69,8331.95,1007.98,1529.08,2274.16,0.0180,none,1.12
upside,Upside,2026-09-13,24,net_revenue_usd,driver_regression,champion_baseline_plus_driver_delta,10912.67,10635.64,11189.7,917.58,1762.89,2468.89,0.0360,none,1.12
upside,Upside,2026-09-13,24,shipped_revenue_usd,seasonal_naive,champion_baseline_plus_driver_delta,5960.75,4779.01,7142.49,1267.5,1762.89,2468.89,0.0360,none,1.12
upside,Upside,2026-09-14,25,net_revenue_usd,driver_regression,champion_baseline_plus_driver_delta,10557.5,10279.97,10835.02,945.45,1770.81,2619.95,0.0360,monthly_promotion,1.12
upside,Upside,2026-09-14,25,shipped_revenue_usd,seasonal_naive,champion_baseline_plus_driver_delta,12770.13,11586.28,13953.98,698.67,1770.81,2619.95,0.0360,monthly_promotion,1.12
upside,Upside,2026-09-15,26,net_revenue_usd,driver_regression,champion_baseline_plus_driver_delta,10552.84,10274.82,10830.86,901.05,1700.98,2493.86,0.0360,monthly_promotion,1.12
upside,Upside,2026-09-15,26,shipped_revenue_usd,seasonal_naive,champion_baseline_plus_driver_delta,12744.25,11558.3,13930.2,669.68,1700.98,2493.86,0.0360,monthly_promotion,1.12
upside,Upside,2026-09-16,27,net_revenue_usd,driver_regression,champion_baseline_plus_driver_delta,10020.64,9742.13,10299.15,831.3,1575.49,2252.11,0.0180,monthly_promotion,1.12
upside,Upside,2026-09-16,27,shipped_revenue_usd,seasonal_naive,champion_baseline_plus_driver_delta,9803.46,8615.41,10991.51,651.55,1575.49,2252.11,0.0180,monthly_promotion,1.12
upside,Upside,2026-09-17,28,net_revenue_usd,driver_regression,champion_baseline_plus_driver_delta,10094.19,9815.18,10373.19,816.63,1599.34,2138.59,0.0180,none,1.12
upside,Upside,2026-09-17,28,shipped_revenue_usd,seasonal_naive,champion_baseline_plus_driver_delta,9344.22,8154.07,10534.37,626.4,1599.34,2138.59,0.0180,none,1.12
upside,Upside,2026-09-18,29,net_revenue_usd,driver_regression,champion_baseline_plus_driver_delta,10399.61,10120.12,10679.1,793.81,1528.63,2168.53,0.0180,none,1.12
upside,Upside,2026-09-18,29,shipped_revenue_usd,seasonal_naive,champion_baseline_plus_driver_delta,9602.83,8410.59,10795.07,622.65,1528.63,2168.53,0.0180,none,1.12
upside,Upside,2026-09-19,30,net_revenue_usd,driver_regression,champion_baseline_plus_driver_delta,10877.28,10597.3,11157.26,826.26,1550.30,2353.07,0.0180,none,1.12
upside,Upside,2026-09-19,30,shipped_revenue_usd,seasonal_naive,champion_baseline_plus_driver_delta,7197.09,6002.76,8391.42,1041.67,1550.30,2353.07,0.0180,none,1.12
upside,Upside,2026-09-20,31,net_revenue_usd,driver_regression,champion_baseline_plus_driver_delta,9761.88,9481.41,10042.35,797.31,1513.29,2248.04,0.0180,none,1.12
upside,Upside,2026-09-20,31,shipped_revenue_usd,seasonal_naive,champion_baseline_plus_driver_delta,5766.35,4569.94,6962.76,1064.63,1513.29,2248.04,0.0180,none,1.12
upside,Upside,2026-09-21,32,net_revenue_usd,driver_regression,champion_baseline_plus_driver_delta,9473.81,9192.85,9754.77,835.08,1553.76,2430.90,0.0180,none,1.12
upside,Upside,2026-09-21,32,shipped_revenue_usd,seasonal_naive,champion_baseline_plus_driver_delta,12641.48,11442.99,13839.97,548.24,1553.76,2430.90,0.0180,none,1.12
upside,Upside,2026-09-22,33,net_revenue_usd,driver_regression,champion_baseline_plus_driver_delta,9897.07,9615.62,10178.51,842.15,1593.12,2388.19,0.0180,none,1.12
upside,Upside,2026-09-22,33,shipped_revenue_usd,seasonal_naive,champion_baseline_plus_driver_delta,10521.25,9320.68,11721.82,549.7,1593.12,2388.19,0.0180,none,1.12
upside,Upside,2026-09-23,34,net_revenue_usd,driver_regression,champion_baseline_plus_driver_delta,9833.09,9551.15,10115.02,798.8,1562.12,2116.99,0.0180,none,1.12
upside,Upside,2026-09-23,34,shipped_revenue_usd,seasonal_naive,champion_baseline_plus_driver_delta,8845.08,7642.43,10047.73,648.67,1562.12,2116.99,0.0180,none,1.12
upside,Upside,2026-09-24,35,net_revenue_usd,driver_regression,champion_baseline_plus_driver_delta,10200.27,9917.85,10482.69,824.41,1545.80,2377.34,0.0180,none,1.12
upside,Upside,2026-09-24,35,shipped_revenue_usd,seasonal_naive,champion_baseline_plus_driver_delta,9461.01,8256.29,10665.73,640.92,1545.80,2377.34,0.0180,none,1.12
upside,Upside,2026-09-25,36,net_revenue_usd,driver_regression,champion_baseline_plus_driver_delta,10787.8,10504.9,11070.7,831.76,1601.29,2280.20,0.0180,none,1.12
upside,Upside,2026-09-25,36,shipped_revenue_usd,seasonal_naive,champion_baseline_plus_driver_delta,10064.03,8857.25,11270.81,637.67,1601.29,2280.20,0.0180,none,1.12
upside,Upside,2026-09-26,37,net_revenue_usd,driver_regression,champion_baseline_plus_driver_delta,11223.96,10940.57,11507.34,853.28,1704.85,2146.29,0.0180,none,1.12
upside,Upside,2026-09-26,37,shipped_revenue_usd,seasonal_naive,champion_baseline_plus_driver_delta,7251.43,6042.58,8460.28,1084.92,1704.85,2146.29,0.0180,none,1.12
upside,Upside,2026-09-27,38,net_revenue_usd,driver_regression,champion_baseline_plus_driver_delta,9856.99,9573.12,10140.86,801.59,1551.27,2168.89,0.0180,none,1.12
upside,Upside,2026-09-27,38,shipped_revenue_usd,seasonal_naive,champion_baseline_plus_driver_delta,5783.62,4572.71,6994.53,1073.44,1551.27,2168.89,0.0180,none,1.12
upside,Upside,2026-09-28,39,net_revenue_usd,driver_regression,champion_baseline_plus_driver_delta,9530.63,9246.28,9814.98,835.69,1631.24,2179.18,0.0180,none,1.12
upside,Upside,2026-09-28,39,shipped_revenue_usd,seasonal_naive,champion_baseline_plus_driver_delta,12650.9,11437.94,13863.86,535.89,1631.24,2179.18,0.0180,none,1.12
upside,Upside,2026-09-29,40,net_revenue_usd,driver_regression,champion_baseline_plus_driver_delta,10251.23,9966.4,10536.06,882.44,1629.72,2586.97,0.0180,none,1.12
upside,Upside,2026-09-29,40,shipped_revenue_usd,seasonal_naive,champion_baseline_plus_driver_delta,11889.93,10674.91,13104.95,580.25,1629.72,2586.97,0.0180,none,1.12
upside,Upside,2026-09-30,41,net_revenue_usd,driver_regression,champion_baseline_plus_driver_delta,10351.34,10066.02,10636.65,858.79,1654.51,2301.30,0.0180,none,1.12
upside,Upside,2026-09-30,41,shipped_revenue_usd,seasonal_naive,champion_baseline_plus_driver_delta,9328.88,8111.81,10545.95,693.25,1654.51,2301.30,0.0180,none,1.12
upside,Upside,2026-10-01,42,net_revenue_usd,driver_regression,champion_baseline_plus_driver_delta,10350.52,10064.73,10636.31,837.11,1589.03,2340.35,0.0180,none,1.12
upside,Upside,2026-10-01,42,shipped_revenue_usd,seasonal_naive,champion_baseline_plus_driver_delta,9372.61,8153.5,10591.72,678.07,1589.03,2340.35,0.0180,none,1.12
upside,Upside,2026-10-02,43,net_revenue_usd,driver_regression,champion_baseline_plus_driver_delta,10812.33,10526.06,11098.6,832.03,1608.01,2234.20,0.0180,none,1.12
upside,Upside,2026-10-02,43,shipped_revenue_usd,seasonal_naive,champion_baseline_plus_driver_delta,10051.18,8830.02,11272.34,640.59,1608.01,2234.20,0.0180,none,1.12
upside,Upside,2026-10-03,44,net_revenue_usd,driver_regression,champion_baseline_plus_driver_delta,11205.93,10919.18,11492.68,852.36,1593.53,2452.74,0.0180,none,1.12
upside,Upside,2026-10-03,44,shipped_revenue_usd,seasonal_naive,champion_baseline_plus_driver_delta,7272.18,6048.98,8495.38,1094.58,1593.53,2452.74,0.0180,none,1.12
upside,Upside,2026-10-04,45,net_revenue_usd,driver_regression,champion_baseline_plus_driver_delta,10208.76,9921.53,10495.98,837.16,1626.69,2237.13,0.0180,none,1.12
upside,Upside,2026-10-04,45,shipped_revenue_usd,seasonal_naive,champion_baseline_plus_driver_delta,5852.27,4627.04,7077.5,1133.62,1626.69,2237.13,0.0180,none,1.12
upside,Upside,2026-10-05,46,net_revenue_usd,driver_regression,champion_baseline_plus_driver_delta,9913.75,9626.05,10201.45,877.44,1659.10,2440.75,0.0180,none,1.12
upside,Upside,2026-10-05,46,shipped_revenue_usd,seasonal_naive,champion_baseline_plus_driver_delta,12707.13,11479.87,13934.39,570.35,1659.10,2440.75,0.0180,none,1.12
upside,Upside,2026-10-06,47,net_revenue_usd,driver_regression,champion_baseline_plus_driver_delta,10111.56,9823.38,10399.74,856.17,1677.25,2233.23,0.0180,none,1.12
upside,Upside,2026-10-06,47,shipped_revenue_usd,seasonal_naive,champion_baseline_plus_driver_delta,12688.94,11459.65,13918.23,549.05,1677.25,2233.23,0.0180,none,1.12
upside,Upside,2026-10-07,48,net_revenue_usd,driver_regression,champion_baseline_plus_driver_delta,10859.01,10570.35,11147.66,911.87,1727.36,2543.74,0.0180,none,1.12
upside,Upside,2026-10-07,48,shipped_revenue_usd,seasonal_naive,champion_baseline_plus_driver_delta,9683.47,8452.15,10914.79,753.39,1727.36,2543.74,0.0180,none,1.12
upside,Upside,2026-10-08,49,net_revenue_usd,driver_regression,champion_baseline_plus_driver_delta,10812.83,10523.7,11101.95,884.94,1675.49,2489.91,0.0180,none,1.12
upside,Upside,2026-10-08,49,shipped_revenue_usd,seasonal_naive,champion_baseline_plus_driver_delta,9773.1,8539.76,11006.44,718.42,1675.49,2489.91,0.0180,none,1.12
upside,Upside,2026-10-09,50,net_revenue_usd,driver_regression,champion_baseline_plus_driver_delta,11049.28,10759.68,11338.88,851.09,1657.04,2273.15,0.0180,none,1.12
upside,Upside,2026-10-09,50,shipped_revenue_usd,seasonal_naive,champion_baseline_plus_driver_delta,10386.37,9151.01,11621.73,638.87,1657.04,2273.15,0.0180,none,1.12
upside,Upside,2026-10-10,51,net_revenue_usd,driver_regression,champion_baseline_plus_driver_delta,11118.94,10828.87,11409.02,830.47,1616.52,2239.15,0.0180,none,1.12
upside,Upside,2026-10-10,51,shipped_revenue_usd,seasonal_naive,champion_baseline_plus_driver_delta,7252.22,6014.84,8489.6,1063.53,1616.52,2239.15,0.0180,none,1.12
upside,Upside,2026-10-11,52,net_revenue_usd,driver_regression,champion_baseline_plus_driver_delta,10755.32,10464.77,11045.86,898.39,1690.94,2551.70,0.0180,none,1.12
upside,Upside,2026-10-11,52,shipped_revenue_usd,seasonal_naive,champion_baseline_plus_driver_delta,5966.72,4727.33,7206.11,1239.6,1690.94,2551.70,0.0180,none,1.12
upside,Upside,2026-10-12,53,net_revenue_usd,driver_regression,champion_baseline_plus_driver_delta,9668.12,9377.1,9959.14,835.27,1670.10,2101.86,0.0180,none,1.12
upside,Upside,2026-10-12,53,shipped_revenue_usd,seasonal_naive,champion_baseline_plus_driver_delta,12690.34,11448.94,13931.74,531.79,1670.10,2101.86,0.0180,none,1.12
upside,Upside,2026-10-13,54,net_revenue_usd,driver_regression,champion_baseline_plus_driver_delta,11494.01,11202.52,11785.49,988.04,1909.92,2657.40,0.0360,none,1.12
upside,Upside,2026-10-13,54,shipped_revenue_usd,seasonal_naive,champion_baseline_plus_driver_delta,12799.32,11555.91,14042.73,637.66,1909.92,2657.40,0.0360,none,1.12
upside,Upside,2026-10-14,55,net_revenue_usd,driver_regression,champion_baseline_plus_driver_delta,11632.35,11340.39,11924.31,976.82,1816.64,2739.61,0.0360,monthly_promotion,1.12
upside,Upside,2026-10-14,55,shipped_revenue_usd,seasonal_naive,champion_baseline_plus_driver_delta,11686.09,10440.68,12931.5,720.69,1816.64,2739.61,0.0360,monthly_promotion,1.12
upside,Upside,2026-10-15,56,net_revenue_usd,driver_regression,champion_baseline_plus_driver_delta,12295.12,12002.7,12587.55,1031.42,1964.07,2762.16,0.0360,monthly_promotion,1.12
upside,Upside,2026-10-15,56,shipped_revenue_usd,seasonal_naive,champion_baseline_plus_driver_delta,11214.83,9967.42,12462.24,896.98,1964.07,2762.16,0.0360,monthly_promotion,1.12
upside,Upside,2026-10-16,57,net_revenue_usd,driver_regression,champion_baseline_plus_driver_delta,11245.61,10952.71,11538.5,874.14,1631.40,2454.39,0.0180,monthly_promotion,1.12
upside,Upside,2026-10-16,57,shipped_revenue_usd,seasonal_naive,champion_baseline_plus_driver_delta,10195.84,8946.43,11445.25,797.11,1631.40,2454.39,0.0180,monthly_promotion,1.12
upside,Upside,2026-10-17,58,net_revenue_usd,driver_regression,champion_baseline_plus_driver_delta,11354.84,11061.48,11648.2,857.84,1672.68,2258.06,0.0180,none,1.12
upside,Upside,2026-10-17,58,shipped_revenue_usd,seasonal_naive,champion_baseline_plus_driver_delta,7303.41,6052.01,8554.81,1103.63,1672.68,2258.06,0.0180,none,1.12
upside,Upside,2026-10-18,59,net_revenue_usd,driver_regression,champion_baseline_plus_driver_delta,10892.54,10598.72,11186.37,911.87,1724.45,2543.65,0.0180,none,1.12
upside,Upside,2026-10-18,59,shipped_revenue_usd,seasonal_naive,champion_baseline_plus_driver_delta,5996.33,4742.94,7249.72,1260.75,1724.45,2543.65,0.0180,none,1.12
upside,Upside,2026-10-19,60,net_revenue_usd,driver_regression,champion_baseline_plus_driver_delta,9801.81,9507.52,10096.1,848.07,1646.53,2282.60,0.0180,none,1.12
upside,Upside,2026-10-19,60,shipped_revenue_usd,seasonal_naive,champion_baseline_plus_driver_delta,12727.74,11472.36,13983.12,547.41,1646.53,2282.60,0.0180,none,1.12
upside,Upside,2026-10-20,61,net_revenue_usd,driver_regression,champion_baseline_plus_driver_delta,10174.75,9880.0,10469.51,861.36,1589.76,2512.35,0.0180,none,1.12
upside,Upside,2026-10-20,61,shipped_revenue_usd,seasonal_naive,champion_baseline_plus_driver_delta,12749.19,11491.83,14006.55,565.75,1589.76,2512.35,0.0180,none,1.12
upside,Upside,2026-10-21,62,net_revenue_usd,driver_regression,champion_baseline_plus_driver_delta,10420.31,10125.09,10715.53,846.54,1665.59,2209.99,0.0180,none,1.12
upside,Upside,2026-10-21,62,shipped_revenue_usd,seasonal_naive,champion_baseline_plus_driver_delta,9853.52,8594.18,11112.86,620.27,1665.59,2209.99,0.0180,none,1.12
upside,Upside,2026-10-22,63,net_revenue_usd,driver_regression,champion_baseline_plus_driver_delta,10996.0,10700.32,11291.69,895.87,1736.52,2398.78,0.0180,none,1.12
upside,Upside,2026-10-22,63,shipped_revenue_usd,seasonal_naive,champion_baseline_plus_driver_delta,9828.72,8567.4,11090.04,736.81,1736.52,2398.78,0.0180,none,1.12
upside,Upside,2026-10-23,64,net_revenue_usd,driver_regression,champion_baseline_plus_driver_delta,11326.23,11030.08,11622.37,870.75,1708.56,2313.96,0.0180,none,1.12
upside,Upside,2026-10-23,64,shipped_revenue_usd,seasonal_naive,champion_baseline_plus_driver_delta,10552.6,9289.31,11815.89,666.05,1708.56,2313.96,0.0180,none,1.12
upside,Upside,2026-10-24,65,net_revenue_usd,driver_regression,champion_baseline_plus_driver_delta,11363.4,11066.79,11660.01,857.71,1623.11,2398.20,0.0180,none,1.12
upside,Upside,2026-10-24,65,shipped_revenue_usd,seasonal_naive,champion_baseline_plus_driver_delta,7320.33,6055.07,8585.59,1109.47,1623.11,2398.20,0.0180,none,1.12
upside,Upside,2026-10-25,66,net_revenue_usd,driver_regression,champion_baseline_plus_driver_delta,10959.11,10662.04,11256.18,909.95,1752.36,2485.14,0.0180,none,1.12
upside,Upside,2026-10-25,66,shipped_revenue_usd,seasonal_naive,champion_baseline_plus_driver_delta,6008.32,4741.09,7275.55,1264.27,1752.36,2485.14,0.0180,none,1.12
upside,Upside,2026-10-26,67,net_revenue_usd,driver_regression,champion_baseline_plus_driver_delta,9807.98,9510.44,10105.51,848.92,1639.62,2278.35,0.0180,none,1.12
upside,Upside,2026-10-26,67,shipped_revenue_usd,seasonal_naive,champion_baseline_plus_driver_delta,12749.73,11480.53,14018.93,547.63,1639.62,2278.35,0.0180,none,1.12
upside,Upside,2026-10-27,68,net_revenue_usd,driver_regression,champion_baseline_plus_driver_delta,10625.34,10327.34,10923.33,900.72,1714.06,2535.24,0.0180,none,1.12
upside,Upside,2026-10-27,68,shipped_revenue_usd,seasonal_naive,champion_baseline_plus_driver_delta,12792.18,11521.02,14063.34,586.97,1714.06,2535.24,0.0180,none,1.12
upside,Upside,2026-10-28,69,net_revenue_usd,driver_regression,champion_baseline_plus_driver_delta,10643.64,10345.19,10942.09,869.58,1706.58,2274.65,0.0180,none,1.12
upside,Upside,2026-10-28,69,shipped_revenue_usd,seasonal_naive,champion_baseline_plus_driver_delta,10218.23,8945.11,11491.35,615.99,1706.58,2274.65,0.0180,none,1.12
upside,Upside,2026-10-29,70,net_revenue_usd,driver_regression,champion_baseline_plus_driver_delta,11015.21,10716.3,11314.12,892.84,1692.24,2536.14,0.0180,none,1.12
upside,Upside,2026-10-29,70,shipped_revenue_usd,seasonal_naive,champion_baseline_plus_driver_delta,9882.39,8607.31,11157.47,737.48,1692.24,2536.14,0.0180,none,1.12
upside,Upside,2026-10-30,71,net_revenue_usd,driver_regression,champion_baseline_plus_driver_delta,11591.35,11291.98,11890.72,900.16,1771.74,2349.56,0.0180,none,1.12
upside,Upside,2026-10-30,71,shipped_revenue_usd,seasonal_naive,champion_baseline_plus_driver_delta,10910.31,9633.28,12187.34,670.21,1771.74,2349.56,0.0180,none,1.12
upside,Upside,2026-10-31,72,net_revenue_usd,driver_regression,champion_baseline_plus_driver_delta,11581.42,11281.6,11881.25,876.71,1693.77,2359.93,0.0180,none,1.12
upside,Upside,2026-10-31,72,shipped_revenue_usd,seasonal_naive,champion_baseline_plus_driver_delta,7363.09,6084.11,8642.07,1141.14,1693.77,2359.93,0.0180,none,1.12
upside,Upside,2026-11-01,73,net_revenue_usd,driver_regression,champion_baseline_plus_driver_delta,10799.51,10499.23,11099.79,893.42,1717.42,2405.47,0.0180,none,1.12
upside,Upside,2026-11-01,73,shipped_revenue_usd,seasonal_naive,champion_baseline_plus_driver_delta,5985.68,4704.75,7266.61,1233.16,1717.42,2405.47,0.0180,none,1.12
