origin_date,forecast_date,horizon_day,target,model,actual,forecast,lower_bound,upper_bound,error
2026-02-26,2026-05-05,68,net_revenue_usd,driver_regression,6387.17,6719.64,6414.51,7024.78,332.47
2026-02-26,2026-05-06,69,net_revenue_usd,seasonal_naive,6976.3,6317.52,4931.69,7703.35,-658.78
2026-02-26,2026-05-06,69,net_revenue_usd,driver_regression,6976.3,6998.72,6693.11,7304.32,22.42
2026-02-26,2026-05-07,70,net_revenue_usd,seasonal_naive,7245.48,6361.14,4973.18,7749.1,-884.34
2026-02-26,2026-05-07,70,net_revenue_usd,driver_regression,7245.48,7268.32,6962.25,7574.4,22.84
2026-02-26,2026-05-08,71,net_revenue_usd,seasonal_naive,7666.58,6973.7,5583.62,8363.78,-692.88
2026-02-26,2026-05-08,71,net_revenue_usd,driver_regression,7666.58,7681.84,7375.3,7988.39,15.26
2026-02-26,2026-05-09,72,net_revenue_usd,seasonal_naive,7859.57,6891.63,5499.42,8283.84,-967.94
2026-02-26,2026-05-09,72,net_revenue_usd,driver_regression,7859.57,7776.61,7469.59,8083.62,-82.96
2026-02-26,2026-05-10,73,net_revenue_usd,seasonal_naive,6762.54,6093.15,4698.82,7487.48,-669.39
2026-02-26,2026-05-10,73,net_revenue_usd,driver_regression,6762.54,7005.55,6698.07,7313.03,243.01
2026-02-26,2026-05-11,74,net_revenue_usd,seasonal_naive,6259.3,5383.17,3986.73,6779.61,-876.13
2026-02-26,2026-05-11,74,net_revenue_usd,driver_regression,6259.3,6295.61,5987.66,6603.55,36.31
2026-02-26,2026-05-12,75,net_revenue_usd,seasonal_naive,6479.03,5974.25,4575.69,7372.81,-504.78
2026-02-26,2026-05-12,75,net_revenue_usd,driver_regression,6479.03,6552.9,6244.49,6861.31,73.87
2026-02-26,2026-05-13,76,net_revenue_usd,seasonal_naive,6837.57,6955.63,5554.96,8356.3,118.06
2026-02-26,2026-05-13,76,net_revenue_usd,driver_regression,6837.57,6801.21,6492.33,7110.09,-36.36
2026-02-26,2026-05-14,77,net_revenue_usd,seasonal_naive,7840.82,7077.68,5674.91,8480.45,-763.14
2026-02-26,2026-05-14,77,net_revenue_usd,driver_regression,7840.82,7896.11,7586.77,8205.45,55.29
2026-02-26,2026-05-15,78,net_revenue_usd,seasonal_naive,8235.92,7563.8,6158.92,8968.68,-672.12
2026-02-26,2026-05-15,78,net_revenue_usd,driver_regression,8235.92,8415.76,8105.96,8725.57,179.84
2026-02-26,2026-05-16,79,net_revenue_usd,seasonal_naive,8456.39,6735.42,5328.44,8142.4,-1720.97
2026-02-26,2026-05-16,79,net_revenue_usd,driver_regression,8456.39,8700.6,8390.33,9010.87,244.21
2026-02-26,2026-05-17,80,net_revenue_usd,seasonal_naive,6749.19,6059.4,4650.32,7468.48,-689.79
2026-02-26,2026-05-17,80,net_revenue_usd,driver_regression,6749.19,6677.1,6366.37,6987.84,-72.09
2026-02-26,2026-05-18,81,net_revenue_usd,seasonal_naive,6159.74,5760.58,4349.41,7171.75,-399.16
2026-02-26,2026-05-18,81,net_revenue_usd,driver_regression,6159.74,6192.74,5881.54,6503.93,33.0
2026-02-26,2026-05-19,82,net_revenue_usd,seasonal_naive,6419.47,5810.66,4397.4,7223.92,-608.81
2026-02-26,2026-05-19,82,net_revenue_usd,driver_regression,6419.47,6568.86,6257.21,6880.52,149.39
2026-02-26,2026-05-20,83,net_revenue_usd,seasonal_naive,6884.74,6035.28,4619.93,7450.63,-849.46
2026-02-26,2026-05-20,83,net_revenue_usd,driver_regression,6884.74,6860.46,6548.35,7172.58,-24.28
2026-02-26,2026-05-21,84,net_revenue_usd,seasonal_naive,7013.34,6217.91,4800.48,7635.34,-795.43
2026-02-26,2026-05-21,84,net_revenue_usd,driver_regression,7013.34,6928.47,6615.89,7241.04,-84.87
2026-02-26,2026-05-22,85,net_revenue_usd,seasonal_naive,7217.92,6635.64,5216.12,8055.16,-582.28
2026-02-26,2026-05-22,85,net_revenue_usd,driver_regression,7217.92,7386.79,7073.76,7699.83,168.87
2026-02-26,2026-05-23,86,net_revenue_usd,seasonal_naive,7599.36,6876.52,5454.92,8298.12,-722.84
2026-02-26,2026-05-23,86,net_revenue_usd,driver_regression,7599.36,7720.07,7406.57,8033.56,120.71
2026-02-26,2026-05-24,87,net_revenue_usd,seasonal_naive,6957.27,6075.02,4651.35,7498.69,-882.25
2026-02-26,2026-05-24,87,net_revenue_usd,driver_regression,6957.27,7116.69,6802.74,7430.64,159.42
2026-02-26,2026-05-25,88,net_revenue_usd,seasonal_naive,6102.94,5727.81,4302.07,7153.55,-375.13
2026-02-26,2026-05-25,88,net_revenue_usd,driver_regression,6102.94,6135.48,5821.07,6449.89,32.54
2026-02-26,2026-05-26,89,net_revenue_usd,seasonal_naive,6447.17,5756.31,4328.5,7184.12,-690.86
2026-02-26,2026-05-26,89,net_revenue_usd,driver_regression,6447.17,6425.48,6110.62,6740.35,-21.69
2026-02-26,2026-05-27,90,net_revenue_usd,seasonal_naive,6594.64,6109.94,4680.06,7539.82,-484.7
2026-02-26,2026-05-27,90,net_revenue_usd,driver_regression,6594.64,6826.93,6511.61,7142.25,232.29
2026-02-26,2026-05-28,91,net_revenue_usd,seasonal_naive,6973.91,6454.26,5022.32,7886.2,-519.65
2026-02-26,2026-05-28,91,net_revenue_usd,driver_regression,6973.91,6982.19,6666.41,7297.96,8.28
2026-03-26,2026-03-27,1,net_revenue_usd,seasonal_naive,8086.75,7336.32,6107.09,8565.55,-750.43
2026-03-26,2026-03-27,1,net_revenue_usd,driver_regression,8086.75,7944.63,7674.77,8214.49,-142.12
2026-03-26,2026-03-28,2,net_revenue_usd,seasonal_naive,8468.71,7404.42,6172.8,8636.04,-1064.29
2026-03-26,2026-03-28,2,net_revenue_usd,driver_regression,8468.71,8268.76,7998.38,8539.14,-199.95
2026-03-26,2026-03-29,3,net_revenue_usd,seasonal_naive,7386.98,6579.24,5345.23,7813.25,-807.74
2026-03-26,2026-03-29,3,net_revenue_usd,driver_regression,7386.98,7464.23,7193.32,7735.13,77.25
2026-03-26,2026-03-30,4,net_revenue_usd,seasonal_naive,6821.65,6077.44,4841.06,7313.82,-744.21
2026-03-26,2026-03-30,4,net_revenue_usd,driver_regression,6821.65,6691.78,6420.35,6963.2,-129.87
2026-03-26,2026-03-31,5,net_revenue_usd,seasonal_naive,7168.84,6595.39,5356.63,7834.15,-573.45
2026-03-26,2026-03-31,5,net_revenue_usd,driver_regression,7168.84,7153.78,6881.83,7425.73,-15.06
2026-03-26,2026-04-01,6,net_revenue_usd,seasonal_naive,7187.86,6500.51,5259.38,7741.64,-687.35
2026-03-26,2026-04-01,6,net_revenue_usd,driver_regression,7187.86,7235.79,6963.32,7508.26,47.93
2026-03-26,2026-04-02,7,net_revenue_usd,seasonal_naive,7523.17,6901.66,5658.17,8145.15,-621.51
2026-03-26,2026-04-02,7,net_revenue_usd,driver_regression,7523.17,7615.21,7342.22,7888.19,92.04
2026-03-26,2026-04-03,8,net_revenue_usd,seasonal_naive,7814.8,6994.68,5748.83,8240.53,-820.12
2026-03-26,2026-04-03,8,net_revenue_usd,driver_regression,7814.8,8113.05,7839.54,8386.56,298.25
2026-03-26,2026-04-04,9,net_revenue_usd,seasonal_naive,7814.65,7610.08,6361.87,8858.29,-204.57
2026-03-26,2026-04-04,9,net_revenue_usd,driver_regression,7814.65,8087.34,7813.31,8361.36,272.69
2026-03-26,2026-04-05,10,net_revenue_usd,seasonal_naive,7146.28,6497.61,5247.05,7748.17,-648.67
2026-03-26,2026-04-05,10,net_revenue_usd,driver_regression,7146.28,7091.99,6817.45,7366.53,-54.29
2026-03-26,2026-04-06,11,net_revenue_usd,seasonal_naive,6636.26,6164.83,4911.92,7417.74,-471.43
2026-03-26,2026-04-06,11,net_revenue_usd,driver_regression,6636.26,6637.17,6362.12,6912.23,0.91
2026-03-26,2026-04-07,12,net_revenue_usd,seasonal_naive,7111.04,6082.21,4826.96,7337.46,-1028.83
2026-03-26,2026-04-07,12,net_revenue_usd,driver_regression,7111.04,7042.01,6766.44,7317.58,-69.03
2026-03-26,2026-04-08,13,net_revenue_usd,seasonal_naive,7318.99,6512.45,5254.86,7770.04,-806.54
2026-03-26,2026-04-08,13,net_revenue_usd,driver_regression,7318.99,7210.25,6934.17,7486.34,-108.74
2026-03-26,2026-04-09,14,net_revenue_usd,seasonal_naive,7114.57,6607.55,5347.63,7867.47,-507.02
2026-03-26,2026-04-09,14,net_revenue_usd,driver_regression,7114.57,7331.4,7054.8,7607.99,216.83
2026-03-26,2026-04-10,15,net_revenue_usd,seasonal_naive,7651.38,6854.05,5591.8,8116.3,-797.33
2026-03-26,2026-04-10,15,net_revenue_usd,driver_regression,7651.38,7995.27,7718.16,8272.38,343.89
2026-03-26,2026-04-11,16,net_revenue_usd,seasonal_naive,8084.27,6938.97,5674.39,8203.55,-1145.3
2026-03-26,2026-04-11,16,net_revenue_usd,driver_regression,8084.27,8097.94,7820.32,8375.56,13.67
2026-03-26,2026-04-12,17,net_revenue_usd,seasonal_naive,6990.12,6588.74,5321.84,7855.64,-401.38
2026-03-26,2026-04-12,17,net_revenue_usd,driver_regression,6990.12,7149.71,6871.58,7427.83,159.59
2026-03-26,2026-04-13,18,net_revenue_usd,seasonal_naive,6484.25,6566.68,5297.46,7835.9,82.43
2026-03-26,2026-04-13,18,net_revenue_usd,driver_regression,6484.25,6453.93,6175.29,6732.56,-30.32
2026-03-26,2026-04-14,19,net_revenue_usd,seasonal_naive,7791.8,6939.57,5668.04,8211.1,-852.23
2026-03-26,2026-04-14,19,net_revenue_usd,driver_regression,7791.8,7785.24,7506.09,8064.38,-6.56
2026-03-26,2026-04-15,20,net_revenue_usd,seasonal_naive,7813.85,7137.28,5863.44,8411.12,-676.57
2026-03-26,2026-04-15,20,net_revenue_usd,driver_regression,7813.85,8108.65,7829.0,8388.3,294.8
2026-03-26,2026-04-16,21,net_revenue_usd,seasonal_naive,8134.87,6631.75,5355.61,7907.89,-1503.12
2026-03-26,2026-04-16,21,net_revenue_usd,driver_regression,8134.87,8115.26,7835.11,8395.42,-19.61
2026-03-26,2026-04-17,22,net_revenue_usd,seasonal_naive,7586.47,7141.24,5862.8,8419.68,-445.23
2026-03-26,2026-04-17,22,net_revenue_usd,driver_regression,7586.47,7881.36,7600.7,8162.02,294.89
2026-03-26,2026-04-18,23,net_revenue_usd,seasonal_naive,7901.35,7100.18,5819.44,8380.92,-801.17
2026-03-26,2026-04-18,23,net_revenue_usd,driver_regression,7901.35,7967.36,7686.2,8248.53,66.01
2026-03-26,2026-04-19,24,net_revenue_usd,seasonal_naive,6865.87,6040.03,4757.0,7323.06,-825.84
2026-03-26,2026-04-19,24,net_revenue_usd,driver_regression,6865.87,7112.83,6831.16,7394.5,246.96
2026-03-26,2026-04-20,25,net_revenue_usd,seasonal_naive,6345.45,5957.66,4672.34,7242.98,-387.79
2026-03-26,2026-04-20,25,net_revenue_usd,driver_regression,6345.45,6502.5,6220.33,6784.67,157.05
2026-03-26,2026-04-21,26,net_revenue_usd,seasonal_naive,6437.92,6243.88,4956.28,7531.48,-194.04
2026-03-26,2026-04-21,26,net_revenue_usd,driver_regression,6437.92,6671.55,6388.88,6954.23,233.63
2026-03-26,2026-04-22,27,net_revenue_usd,seasonal_naive,6745.06,6160.06,4870.18,7449.94,-585.0
2026-03-26,2026-04-22,27,net_revenue_usd,driver_regression,6745.06,6976.85,6693.68,7260.03,231.79
2026-03-26,2026-04-23,28,net_revenue_usd,seasonal_naive,7202.93,6411.88,5119.72,7704.04,-791.05
2026-03-26,2026-04-23,28,net_revenue_usd,driver_regression,7202.93,7255.12,6971.45,7538.8,52.19
2026-03-26,2026-04-24,29,net_revenue_usd,seasonal_naive,7696.54,6698.58,5404.15,7993.01,-997.96
2026-03-26,2026-04-24,29,net_revenue_usd,driver_regression,7696.54,7876.28,7592.1,8160.45,179.74
2026-03-26,2026-04-25,30,net_revenue_usd,seasonal_naive,7980.55,7124.19,5827.49,8420.89,-856.36
2026-03-26,2026-04-25,30,net_revenue_usd,driver_regression,7980.55,7970.07,7685.4,8254.74,-10.48
2026-03-26,2026-04-26,31,net_revenue_usd,seasonal_naive,6811.95,6270.26,4971.3,7569.22,-541.69
2026-03-26,2026-04-26,31,net_revenue_usd,driver_regression,6811.95,7014.22,6729.06,7299.39,202.27
2026-03-26,2026-04-27,32,net_revenue_usd,seasonal_naive,6487.64,5675.87,4374.65,6977.09,-811.77
2026-03-26,2026-04-27,32,net_revenue_usd,driver_regression,6487.64,6555.77,6270.11,6841.43,68.13
2026-03-26,2026-04-28,33,net_revenue_usd,seasonal_naive,6648.07,6076.89,4773.41,7380.37,-571.18
2026-03-26,2026-04-28,33,net_revenue_usd,driver_regression,6648.07,6709.74,6423.58,6995.9,61.67
2026-03-26,2026-04-29,34,net_revenue_usd,seasonal_naive,7144.67,6449.21,5143.48,7754.94,-695.46
2026-03-26,2026-04-29,34,net_revenue_usd,driver_regression,7144.67,7163.2,6876.54,7449.85,18.53
2026-03-26,2026-04-30,35,net_revenue_usd,seasonal_naive,7187.41,6279.59,4971.61,7587.57,-907.82
2026-03-26,2026-04-30,35,net_revenue_usd,driver_regression,7187.41,7157.04,6869.89,7444.18,-30.37
2026-03-26,2026-05-01,36,net_revenue_usd,seasonal_naive,7648.33,6814.86,5504.64,8125.08,-833.47
2026-03-26,2026-05-01,36,net_revenue_usd,driver_regression,7648.33,7665.65,7378.01,7953.29,17.32
2026-03-26,2026-05-02,37,net_revenue_usd,seasonal_naive,7967.49,7256.17,5943.71,8568.63,-711.32
2026-03-26,2026-05-02,37,net_revenue_usd,driver_regression,7967.49,8024.68,7736.55,8312.81,57.19
2026-03-26,2026-05-03,38,net_revenue_usd,seasonal_naive,6670.77,6136.48,4821.78,7451.18,-534.29
2026-03-26,2026-05-03,38,net_revenue_usd,driver_regression,6670.77,6878.07,6589.45,7166.7,207.3
2026-03-26,2026-05-04,39,net_revenue_usd,seasonal_naive,6152.83,5595.21,4278.28,6912.14,-557.62
2026-03-26,2026-05-04,39,net_revenue_usd,driver_regression,6152.83,6264.02,5974.91,6553.13,111.19
2026-03-26,2026-05-05,40,net_revenue_usd,seasonal_naive,6387.17,6055.14,4735.98,7374.3,-332.03
2026-03-26,2026-05-05,40,net_revenue_usd,driver_regression,6387.17,6713.14,6423.54,7002.74,325.97
2026-03-26,2026-05-06,41,net_revenue_usd,seasonal_naive,6976.3,6317.52,4996.13,7638.91,-658.78
2026-03-26,2026-05-06,41,net_revenue_usd,driver_regression,6976.3,6990.94,6700.85,7281.03,14.64
2026-03-26,2026-05-07,42,net_revenue_usd,seasonal_naive,7245.48,6361.14,5037.53,7684.75,-884.34
2026-03-26,2026-05-07,42,net_revenue_usd,driver_regression,7245.48,7257.25,6966.68,7547.83,11.77
2026-03-26,2026-05-08,43,net_revenue_usd,seasonal_naive,7666.58,6973.7,5647.87,8299.53,-692.88
2026-03-26,2026-05-08,43,net_revenue_usd,driver_regression,7666.58,7675.58,7384.52,7966.65,9.0
2026-03-26,2026-05-09,44,net_revenue_usd,seasonal_naive,7859.57,6891.63,5563.59,8219.67,-967.94
2026-03-26,2026-05-09,44,net_revenue_usd,driver_regression,7859.57,7772.97,7481.42,8064.52,-86.6
2026-03-26,2026-05-10,45,net_revenue_usd,seasonal_naive,6762.54,6093.15,4762.9,7423.4,-669.39
2026-03-26,2026-05-10,45,net_revenue_usd,driver_regression,6762.54,6997.49,6705.46,7289.53,234.95
2026-03-26,2026-05-11,46,net_revenue_usd,seasonal_naive,6259.3,5383.17,4050.71,6715.63,-876.13
2026-03-26,2026-05-11,46,net_revenue_usd,driver_regression,6259.3,6285.59,5993.07,6578.11,26.29
2026-03-26,2026-05-12,47,net_revenue_usd,seasonal_naive,6479.03,5974.25,4639.59,7308.91,-504.78
2026-03-26,2026-05-12,47,net_revenue_usd,driver_regression,6479.03,6542.79,6249.79,6835.8,63.76
2026-03-26,2026-05-13,48,net_revenue_usd,seasonal_naive,6837.57,6955.63,5618.77,8292.49,118.06
2026-03-26,2026-05-13,48,net_revenue_usd,driver_regression,6837.57,6796.01,6502.52,7089.49,-41.56
2026-03-26,2026-05-14,49,net_revenue_usd,seasonal_naive,7840.82,7077.68,5738.62,8416.74,-763.14
2026-03-26,2026-05-14,49,net_revenue_usd,driver_regression,7840.82,7889.88,7595.91,8183.85,49.06
2026-03-26,2026-05-15,50,net_revenue_usd,seasonal_naive,8235.92,7563.8,6222.55,8905.05,-672.12
2026-03-26,2026-05-15,50,net_revenue_usd,driver_regression,8235.92,8408.37,8113.92,8702.82,172.45
2026-03-26,2026-05-16,51,net_revenue_usd,seasonal_naive,8456.39,6735.42,5391.98,8078.86,-1720.97
2026-03-26,2026-05-16,51,net_revenue_usd,driver_regression,8456.39,8698.33,8403.4,8993.26,241.94
2026-03-26,2026-05-17,52,net_revenue_usd,seasonal_naive,6749.19,6059.4,4713.78,7405.02,-689.79
2026-03-26,2026-05-17,52,net_revenue_usd,driver_regression,6749.19,6670.25,6374.84,6965.66,-78.94
2026-03-26,2026-05-18,53,net_revenue_usd,seasonal_naive,6159.74,5760.58,4412.78,7108.38,-399.16
2026-03-26,2026-05-18,53,net_revenue_usd,driver_regression,6159.74,6181.15,5885.26,6477.03,21.41
2026-03-26,2026-05-19,54,net_revenue_usd,seasonal_naive,6419.47,5810.66,4460.68,7160.64,-608.81
2026-03-26,2026-05-19,54,net_revenue_usd,driver_regression,6419.47,6558.94,6262.58,6855.31,139.47
2026-03-26,2026-05-20,55,net_revenue_usd,seasonal_naive,6884.74,6035.28,4683.12,7387.44,-849.46
2026-03-26,2026-05-20,55,net_revenue_usd,driver_regression,6884.74,6853.08,6556.24,7149.92,-31.66
2026-03-26,2026-05-21,56,net_revenue_usd,seasonal_naive,7013.34,6217.91,4863.58,7572.24,-795.43
2026-03-26,2026-05-21,56,net_revenue_usd,driver_regression,7013.34,6921.99,6624.67,7219.31,-91.35
2026-03-26,2026-05-22,57,net_revenue_usd,seasonal_naive,7217.92,6635.64,5279.14,7992.14,-582.28
2026-03-26,2026-05-22,57,net_revenue_usd,driver_regression,7217.92,7379.89,7082.09,7677.69,161.97
2026-03-26,2026-05-23,58,net_revenue_usd,seasonal_naive,7599.36,6876.52,5517.86,8235.18,-722.84
2026-03-26,2026-05-23,58,net_revenue_usd,driver_regression,7599.36,7715.89,7417.62,8014.16,116.53
2026-03-26,2026-05-24,59,net_revenue_usd,seasonal_naive,6957.27,6075.02,4714.2,7435.84,-882.25
2026-03-26,2026-05-24,59,net_revenue_usd,driver_regression,6957.27,7108.16,6809.41,7406.91,150.89
2026-03-26,2026-05-25,60,net_revenue_usd,seasonal_naive,6102.94,5727.81,4364.83,7090.79,-375.13
2026-03-26,2026-05-25,60,net_revenue_usd,driver_regression,6102.94,6127.15,5827.93,6426.37,24.21
2026-03-26,2026-05-26,61,net_revenue_usd,seasonal_naive,6447.17,5756.31,4391.18,7121.44,-690.86
2026-03-26,2026-05-26,61,net_revenue_usd,driver_regression,6447.17,6415.83,6116.14,6715.52,-31.34
2026-03-26,2026-05-27,62,net_revenue_usd,seasonal_naive,6594.64,6109.94,4742.66,7477.22,-484.7
2026-03-26,2026-05-27,62,net_revenue_usd,driver_regression,6594.64,6822.48,6522.32,7122.65,227.84
2026-03-26,2026-05-28,63,net_revenue_usd,seasonal_naive,6973.91,6454.26,5084.83,7823.69,-519.65
2026-03-26,2026-05-28,63,net_revenue_usd,driver_regression,6973.91,6974.08,6673.44,7274.71,0.17
2026-03-26,2026-05-29,64,net_revenue_usd,seasonal_naive,7053.28,6698.89,5327.32,8070.46,-354.39
2026-03-26,2026-05-29,64,net_revenue_usd,driver_regression,7053.28,7344.48,7043.38,7645.59,291.2
2026-03-26,2026-05-30,65,net_revenue_usd,seasonal_naive,7545.66,6958.96,5585.25,8332.67,-586.7
2026-03-26,2026-05-30,65,net_revenue_usd,driver_regression,7545.66,7802.54,7500.97,8104.12,256.88
2026-03-26,2026-05-31,66,net_revenue_usd,seasonal_naive,6645.51,6144.36,4768.51,7520.21,-501.15
2026-03-26,2026-05-31,66,net_revenue_usd,driver_regression,6645.51,6842.89,6540.85,7144.94,197.38
2026-03-26,2026-06-01,67,net_revenue_usd,seasonal_naive,6216.11,5569.32,4191.33,6947.31,-646.79
2026-03-26,2026-06-01,67,net_revenue_usd,driver_regression,6216.11,6062.08,5759.56,6364.59,-154.03
2026-03-26,2026-06-02,68,net_revenue_usd,seasonal_naive,6498.7,5887.81,4507.69,7267.93,-610.89
2026-03-26,2026-06-02,68,net_revenue_usd,driver_regression,6498.7,6643.83,6340.85,6946.81,145.13
2026-03-26,2026-06-03,69,net_revenue_usd,seasonal_naive,6726.84,6142.19,4759.95,7524.43,-584.65
2026-03-26,2026-06-03,69,net_revenue_usd,driver_regression,6726.84,6983.54,6680.09,7286.99,256.7
2026-03-26,2026-06-04,70,net_revenue_usd,seasonal_naive,6724.0,6370.08,4985.71,7754.45,-353.92
2026-03-26,2026-06-04,70,net_revenue_usd,driver_regression,6724.0,6983.96,6680.05,7287.88,259.96
2026-03-26,2026-06-05,71,net_revenue_usd,seasonal_naive,7476.64,6533.12,5146.63,7919.61,-943.52
2026-03-26,2026-06-05,71,net_revenue_usd,driver_regression,7476.64,7503.33,7198.95,7807.71,26.69
2026-03-26,2026-06-06,72,net_revenue_usd,seasonal_naive,7496.52,6798.75,5410.14,8187.36,-697.77
2026-03-26,2026-06-06,72,net_revenue_usd,driver_regression,7496.52,7735.38,7430.54,8040.23,238.86
2026-03-26,2026-06-07,73,net_revenue_usd,seasonal_naive,6739.42,6357.48,4966.76,7748.2,-381.94
2026-03-26,2026-06-07,73,net_revenue_usd,driver_regression,6739.42,6982.4,6677.09,7287.71,242.98
2026-03-26,2026-06-08,74,net_revenue_usd,seasonal_naive,6374.98,5833.48,4440.65,7226.31,-541.5
2026-03-26,2026-06-08,74,net_revenue_usd,driver_regression,6374.98,6272.18,5966.4,6577.95,-102.8
2026-03-26,2026-06-09,75,net_revenue_usd,seasonal_naive,6666.16,5905.24,4510.3,7300.18,-760.92
2026-03-26,2026-06-09,75,net_revenue_usd,driver_regression,6666.16,6719.66,6413.43,7025.9,53.5
2026-03-26,2026-06-10,76,net_revenue_usd,seasonal_naive,7030.93,6321.83,4924.79,7718.87,-709.1
2026-03-26,2026-06-10,76,net_revenue_usd,driver_regression,7030.93,6974.99,6668.29,7281.69,-55.94
2026-03-26,2026-06-11,77,net_revenue_usd,seasonal_naive,7148.71,6370.48,4971.34,7769.62,-778.23
2026-03-26,2026-06-11,77,net_revenue_usd,driver_regression,7148.71,7174.29,6867.13,7481.45,25.58
2026-03-26,2026-06-12,78,net_revenue_usd,seasonal_naive,7559.86,6652.06,5250.82,8053.3,-907.8
2026-03-26,2026-06-12,78,net_revenue_usd,driver_regression,7559.86,7672.4,7364.78,7980.02,112.54
2026-03-26,2026-06-13,79,net_revenue_usd,seasonal_naive,7795.01,7920.05,6516.71,9323.39,125.04
2026-03-26,2026-06-13,79,net_revenue_usd,driver_regression,7795.01,7935.63,7627.55,8243.71,140.62
2026-03-26,2026-06-14,80,net_revenue_usd,seasonal_naive,7676.82,7181.09,5775.66,8586.52,-495.73
2026-03-26,2026-06-14,80,net_revenue_usd,driver_regression,7676.82,7764.04,7455.5,8072.58,87.22
2026-03-26,2026-06-15,81,net_revenue_usd,seasonal_naive,7215.68,6329.08,4921.56,7736.6,-886.6
2026-03-26,2026-06-15,81,net_revenue_usd,driver_regression,7215.68,7373.38,7064.38,7682.37,157.7
2026-03-26,2026-06-16,82,net_revenue_usd,seasonal_naive,7408.77,5847.21,4437.6,7256.82,-1561.56
2026-03-26,2026-06-16,82,net_revenue_usd,driver_regression,7408.77,7473.8,7164.35,7783.26,65.03
2026-03-26,2026-06-17,83,net_revenue_usd,seasonal_naive,6856.49,6379.22,4967.53,7790.91,-477.27
2026-03-26,2026-06-17,83,net_revenue_usd,driver_regression,6856.49,6822.47,6512.56,7132.39,-34.02
2026-03-26,2026-06-18,84,net_revenue_usd,seasonal_naive,6957.21,6281.88,4868.11,7695.65,-675.33
2026-03-26,2026-06-18,84,net_revenue_usd,driver_regression,6957.21,6968.48,6658.11,7278.85,11.27
2026-03-26,2026-06-19,85,net_revenue_usd,seasonal_naive,7579.33,6922.35,5506.51,8338.19,-656.98
2026-03-26,2026-06-19,85,net_revenue_usd,driver_regression,7579.33,7575.01,7264.18,7885.83,-4.32
2026-03-26,2026-06-20,86,net_revenue_usd,seasonal_naive,7456.37,7272.93,5855.01,8690.85,-183.44
2026-03-26,2026-06-20,86,net_revenue_usd,driver_regression,7456.37,7754.31,7443.03,8065.59,297.94
2026-03-26,2026-06-21,87,net_revenue_usd,seasonal_naive,6996.18,6185.73,4765.74,7605.72,-810.45
2026-03-26,2026-06-21,87,net_revenue_usd,driver_regression,6996.18,7035.59,6723.85,7347.33,39.41
2026-03-26,2026-06-22,88,net_revenue_usd,seasonal_naive,6441.92,5742.93,4320.87,7164.99,-698.99
2026-03-26,2026-06-22,88,net_revenue_usd,driver_regression,6441.92,6461.51,6149.32,6773.7,19.59
2026-03-26,2026-06-23,89,net_revenue_usd,seasonal_naive,6829.49,5943.36,4519.24,7367.48,-886.13
2026-03-26,2026-06-23,89,net_revenue_usd,driver_regression,6829.49,6763.94,6451.3,7076.58,-65.55
2026-03-26,2026-06-24,90,net_revenue_usd,seasonal_naive,7137.77,6155.61,4729.43,7581.79,-982.16
2026-03-26,2026-06-24,90,net_revenue_usd,driver_regression,7137.77,7179.69,6866.59,7492.78,41.92
2026-03-26,2026-06-25,91,net_revenue_usd,seasonal_naive,7357.32,6318.36,4890.12,7746.6,-1038.96
2026-03-26,2026-06-25,91,net_revenue_usd,driver_regression,7357.32,7364.38,7050.83,7677.92,7.06
2026-04-23,2026-04-24,1,net_revenue_usd,seasonal_naive,7696.54,6698.58,5472.64,7924.52,-997.96
2026-04-23,2026-04-24,1,net_revenue_usd,driver_regression,7696.54,7859.27,7585.18,8133.35,162.73
2026-04-23,2026-04-25,2,net_revenue_usd,seasonal_naive,7980.55,7124.19,5895.87,8352.51,-856.36
2026-04-23,2026-04-25,2,net_revenue_usd,driver_regression,7980.55,7956.99,7682.37,8231.61,-23.56
2026-04-23,2026-04-26,3,net_revenue_usd,seasonal_naive,6811.95,6270.26,5039.56,7500.96,-541.69
2026-04-23,2026-04-26,3,net_revenue_usd,driver_regression,6811.95,6999.61,6724.46,7274.76,187.66
2026-04-23,2026-04-27,4,net_revenue_usd,seasonal_naive,6487.64,5675.87,4442.8,6908.94,-811.77
2026-04-23,2026-04-27,4,net_revenue_usd,driver_regression,6487.64,6544.44,6268.76,6820.12,56.8
2026-04-23,2026-04-28,5,net_revenue_usd,seasonal_naive,6648.07,6076.89,4841.45,7312.33,-571.18
2026-04-23,2026-04-28,5,net_revenue_usd,driver_regression,6648.07,6696.1,6419.89,6972.31,48.03
2026-04-23,2026-04-29,6,net_revenue_usd,seasonal_naive,7144.67,6449.21,5211.41,7687.01,-695.46
2026-04-23,2026-04-29,6,net_revenue_usd,driver_regression,7144.67,7149.11,6872.37,7425.85,4.44
2026-04-23,2026-04-30,7,net_revenue_usd,seasonal_naive,7187.41,6279.59,5039.43,7519.75,-907.82
2026-04-23,2026-04-30,7,net_revenue_usd,driver_regression,7187.41,7142.81,6865.54,7420.08,-44.6
2026-04-23,2026-05-01,8,net_revenue_usd,seasonal_naive,7648.33,6814.86,5572.35,8057.37,-833.47
2026-04-23,2026-05-01,8,net_revenue_usd,driver_regression,7648.33,7648.63,7370.84,7926.43,0.3
2026-04-23,2026-05-02,9,net_revenue_usd,seasonal_naive,7967.49,7256.17,6011.31,8501.03,-711.32
